# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
ENSG00000187980    1   20452746   20538917    249      56  59957     -0.14186    1.8208e-14     -0.14186
ENSG00000162543    1   20477578   20557541    245      45  59957     -0.32398    1.8208e-14     -0.32398
ENSG00000158816    1   20582412   20716387    550      43  59957      -1.5187    1.8208e-14      -1.5187
ENSG00000162545    1   20773884   20847713    173      35  59957      -1.4841    1.8208e-14      -1.4841
ENSG00000090432    1   20790943   20869654    219      33  59957      -1.5319    1.8208e-14      -1.5319
ENSG00000183114    1   20843932   20916512    372      42  59957      -1.5911    1.8208e-14      -1.5911
ENSG00000158825    1   20880441   20980401    510      35  59957      -1.2773    1.8208e-14      -1.2773
ENSG00000158828    1   20924948   21013004    344      27  59957      -1.2077    1.8208e-14      -1.2077
ENSG00000244038    1   20943270   21023000    315      38  59957      -1.3995    1.8208e-14      -1.3995
ENSG00000117245    1   20955507   21079510    449      66  59957     -0.85722    1.8208e-14     -0.85722
ENSG00000189410    1   21011225   21094330    297      38  59957     -0.28544    1.8208e-14     -0.28544
ENSG00000127483    1   21034154   21148816    254      33  59957   -0.0074274    1.8213e-14   -0.0074274
ENSG00000075151    1   21097963   21538377    696      49  59957       1.0717    1.8208e-14       1.0717
ENSG00000117298    1   21508740   21706997    641      63  59957       2.0463    1.8208e-14       2.0463
ENSG00000142794    1   21731621   21846498    416      37  59957     -0.72331    1.8208e-14     -0.72331
ENSG00000162551    1   21800858   21939905    568      58  59957      0.22999    1.8208e-14      0.22999
ENSG00000076864    1   21887708   22030801    624      85  59957       1.1897    1.8208e-14       1.1897
ENSG00000090686    1   21969791   22145099    681      55  59957      0.41044    1.8208e-14      0.41044
ENSG00000142798    1   22113738   22298790    804      62  59957       0.7789    1.8208e-14       0.7789
ENSG00000219073    1   22268514   22360135    651      42  59957        2.128    1.8208e-14        2.128
ENSG00000142789    1   22293149   22374032    573      41  59957       2.1103    1.8208e-14       2.1103
ENSG00000070831    1   22344120   22454437    451      35  59957       0.9873    1.8208e-14       0.9873
ENSG00000162552    1   22408798   22505462    390      53  59957       1.3705    1.8208e-14       1.3705
ENSG00000184677    1   22743344   22892650    382      49  59957      0.56449    1.8208e-14      0.56449
ENSG00000070886    1   22855057   22965087    403      57  59957     -0.77928    1.8208e-14     -0.77928
ENSG00000173372    1   22927999   23001101    270      26  59957      -1.2236    1.8208e-14      -1.2236
ENSG00000159189    1   22935123   23009603    256      27  59957     -0.96244    1.8208e-14     -0.96244
ENSG00000173369    1   22944255   23023031    257      31  59957      -0.2026    1.8208e-14      -0.2026
ENSG00000133216    1   23002332   23276818    795      95  59957      0.20797    1.8208e-14      0.20797
ENSG00000004487    1   23310941   23445182    224      24  59957      0.47543    1.8208e-14      0.47543
ENSG00000169641    1   23375516   23539301    381      27  59957      0.59543    1.8208e-14      0.59543
ENSG00000179546    1   23481993   23556222    261      16  59957      0.79884    1.8208e-14      0.79884
ENSG00000125944    1   23595264   23705829    197      27  59957      -1.7174    1.8208e-14      -1.7174
ENSG00000125945    1   23650941   23730935    184      28  59957     -0.91538    1.8208e-14     -0.91538
ENSG00000204219    1   23672554   23786233    302      41  59957     -0.19099    1.8208e-14     -0.19099
ENSG00000088280    1   23720056   23846061    366      32  59957      0.49913    1.8208e-14      0.49913
ENSG00000007968    1   23797922   23892712    264      35  59957      -0.4047    1.8208e-14      -0.4047
ENSG00000117318    1   23849409   23921285    162      34  59957      -1.0381    1.8208e-14      -1.0381
ENSG00000197880    1   23872985   24002058    360      66  59957     -0.92762    1.8208e-14     -0.92762
ENSG00000142676    1   23983269   24057915    197      32  59957      -1.2029    1.8208e-14      -1.2029
ENSG00000057757    1   24069895   24149722    104      28  59957     -0.35206    1.8208e-14     -0.35206
ENSG00000011009    1   24082460   24157029    105      23  59957     -0.44959    1.8208e-14     -0.44959
ENSG00000117308    1   24087089   24162271    106      20  59957     -0.28362    1.8208e-14     -0.28362
ENSG00000117305    1   24093375   24200110    205      20  59957     -0.89551    1.8208e-14     -0.89551
ENSG00000179163    1   24136567   24229784    328      17  59957      -1.2729    1.8208e-14      -1.2729
ENSG00000188822    1   24162016   24320549    354      23  59957      -1.2501    1.8208e-14      -1.2501
ENSG00000189266    1   24250599   24324952     10       5  59957     -0.21434    1.8208e-14     -0.21434
ENSG00000188529    1   24256294   24342417      3       2  59957     -0.37042    1.8208e-14     -0.37042
ENSG00000142661    1   24347525   24473665    444      52  59957      0.91881    1.8208e-14      0.91881
ENSG00000142677    1   24411261   24504611    349      46  59957       1.3435    1.8208e-14       1.3435
ENSG00000185436    1   24445647   24549449    409      63  59957       1.2944    1.8208e-14       1.2944
ENSG00000158055    1   24610812   24725972    403      45  59957      -1.2684    1.8208e-14      -1.2684
ENSG00000001460    1   24648489   24778424    436      35  59957     -0.78759    1.8208e-14     -0.78759
ENSG00000001461    1   24707284   24834466    388      37  59957      -1.4071    1.8208e-14      -1.4071
ENSG00000117602    1   24794387   24902530    397      43  59957     -0.80293    1.8208e-14     -0.80293
ENSG00000184454    1   24847602   24970819    507      48  59957     -0.83161    1.8208e-14     -0.83161
ENSG00000133226    1   24923207   25034758    273      27  59957      -1.1176    1.8208e-14      -1.1176
ENSG00000169504    1   25036848   25205815    357      37  59957     -0.19537    1.8208e-14     -0.19537
ENSG00000020633    1   25191002   25326612    451      61  59957       3.0796    1.8208e-14       3.0796
ENSG00000117614    1   25514170   25593993     96      39  59957      -2.1882    1.8208e-14      -2.1882
ENSG00000187010    1   25563884   25691936    101      24  59957      -1.0345    1.8208e-14      -1.0345
ENSG00000183726    1   25629408   25723852    122      14  59957      -0.9922    1.8208e-14      -0.9922
ENSG00000188672    1   25653740   25791683    225      17  59957      -1.2488    1.8208e-14      -1.2488
ENSG00000157978    1   25835071   25930377    236      39  59957     -0.96581    1.8208e-14     -0.96581
ENSG00000117643    1   25908959   26147698    572      48  59957     -0.52098    1.8208e-14     -0.52098
ENSG00000117640    1   26110131   26194432    200      11  59957       0.1104    1.8208e-14       0.1104
ENSG00000127423    1   26123414   26220903    217      13  59957    -0.034197    1.8215e-14    -0.034197
ENSG00000182749    1   26152701   26232744    155      12  59957      -0.1474    1.8208e-14      -0.1474
ENSG00000117632    1   26175672   26268482    147      18  59957      -0.9632    1.8208e-14      -0.9632
ENSG00000158006    1   26251258   26359648    251      23  59957       -0.819    1.8208e-14       -0.819
ENSG00000158008    1   26311375   26397955    204      25  59957     -0.21196    1.8208e-14     -0.21196
ENSG00000158014    1   26328743   26407624    198      24  59957     0.055716    1.8215e-14     0.055716
ENSG00000158022    1   26342795   26429927    224      23  59957      0.16851    1.8208e-14      0.16851
ENSG00000175087    1   26402664   26487034    207      13  59957      0.17825    1.8208e-14      0.17825
ENSG00000197245    1   26450511   26524119    212      26  59957    -0.075895    1.8208e-14    -0.075895
ENSG00000142684    1   26461362   26533551    227      30  59957      0.14796    1.8208e-14      0.14796
ENSG00000142675    1   26468894   26551377    292      30  59957       1.0599    1.8208e-14       1.0599
ENSG00000188782    1   26482052   26564459    312      30  59957       1.2345    1.8208e-14       1.2345
ENSG00000130695    1   26525691   26640299    422      20  59957       1.9766    1.8208e-14       1.9766
ENSG00000142669    1   26570667   26643007    248      19  59957       1.8941    1.8208e-14       1.8941
ENSG00000158062    1   26572819   26679854    373      23  59957       1.9271    1.8208e-14       1.9271
ENSG00000169442    1   26609448   26682014    259      22  59957       1.7364    1.8208e-14       1.7364
ENSG00000176083    1   26653125   26736013    345      43  59957       1.4552    1.8208e-14       1.4552
ENSG00000131914    1   26702269   26791213    267      38  59957       1.8324    1.8208e-14       1.8324
ENSG00000117682    1   26723773   26832785    273      32  59957       1.6416    1.8208e-14       1.6416
ENSG00000198830    1   26763941   26837463    162      27  59957        1.051    1.8208e-14        1.051
ENSG00000117676    1   26821252   26936521    278      32  59957       2.0683    1.8208e-14       2.0683
ENSG00000117713    1   26987524   27143595    252      18  59957      0.99177    1.8208e-14      0.99177
ENSG00000060642    1   27078963   27159889    122      17  59957      0.66713    1.8208e-14      0.66713
ENSG00000204160    1   27118201   27219093    151      20  59957      0.43013    1.8208e-14      0.43013
ENSG00000175793    1   27154633   27225947    112      16  59957     0.097941    1.8208e-14     0.097941
ENSG00000142751    1   27167624   27251788    144      18  59957      0.29612    1.8208e-14      0.29612
