# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
ENSG00000178821    1    1814029    1885712    114      10  205664      -1.5656   -2.2204e-16      -1.5656
ENSG00000187730    1    1915780    1997192    100      12  210710      0.30417   -2.7756e-16      0.30417
ENSG00000067606    1    1946909    2151834    320      19  218136     -0.19043   -2.7756e-16     -0.19043
ENSG00000157933    1    2125134    2276558    129      16  197657      0.61616   -3.3307e-16      0.61616
ENSG00000116151    1    2217692    2358146     69      15  195026      -1.1185   -2.2204e-16      -1.1185
ENSG00000157916    1    2288267    2371883     43      10  197606       -1.292   -2.2204e-16       -1.292
ENSG00000157911    1    2301236    2380236     38       8  198724      -1.1878   -2.2204e-16      -1.1878
ENSG00000149527    1    2322419    2471969     28       6  204171      -1.1887   -2.2204e-16      -1.1887
ENSG00000157881    1    2404972    2493039     15       2  216852       1.0171   -2.2204e-16       1.0171
ENSG00000197921    1    2425184    2496684     19       3  215980      0.95953   -3.3307e-16      0.95953
ENSG00000157873    1    2452078    2531821    108       8  213377       1.2616   -2.2204e-16       1.2616
ENSG00000142606    1    2487078    2599481    218      10  214495       1.3716   -2.2204e-16       1.3716
ENSG00000215912    1    2532415    2753286    210      12  211150       1.0487   -2.2204e-16       1.0487
ENSG00000169717    1    2903046    2974465    191       4  218967      0.20199   -2.7756e-16      0.20199
ENSG00000142611    1    2950732    3390185    798      81  203947      -0.1654   -2.7756e-16      -0.1654
ENSG00000130762    1    3335990    3432677    108      10  198684      0.25196   -2.7756e-16      0.25196
ENSG00000162591    1    3371484    3563059    114      18  192517     -0.78123   -3.3307e-16     -0.78123
ENSG00000158109    1    3506566    3581691     82      12  194062      -1.3349   -2.2204e-16      -1.3349
ENSG00000116213    1    3512331    3604325     88      13  193805        -1.44   -2.2204e-16        -1.44
ENSG00000078900    1    3534084    3687765    130      21  197908      -2.3545   -4.4409e-16      -2.3545
ENSG00000162592    1    3633962    3723209    162      21  189107      0.31137   -2.7756e-16      0.31137
ENSG00000235169    1    3654352    3727546    183      22  189453      0.28746   -2.7756e-16      0.28746
ENSG00000130764    1    3661784    3748068    288      19  190258      0.28146   -2.7756e-16      0.28146
ENSG00000116198    1    3693645    3808778    534      24  200344     0.047588   -2.7756e-16     0.047588
ENSG00000169598    1    3738845    3836993    406      27  210396      0.20954   -2.7756e-16      0.20954
ENSG00000198912    1    3770689    3851857    213      21  214443      0.61294   -3.3307e-16      0.61294
ENSG00000196581    1    4679792    4887594    859      97  214672    -0.089717   -2.7756e-16    -0.089717
ENSG00000131697    1    5887871    6087533    567      30  211961       1.6178   -2.2204e-16       1.6178
ENSG00000069424    1    6016526    6196253    416      43  213141       1.9815   -2.2204e-16       1.9815
ENSG00000116254    1    6126853    6275183    290      27  211580     -0.38956   -2.7756e-16     -0.38956
ENSG00000116251    1    6206329    6304449    134      19  204008     -0.56498   -3.3307e-16     -0.56498
ENSG00000158286    1    6230535    6316359     86      10  197432         -1.1   -2.2204e-16         -1.1
ENSG00000116237    1    6246253    6331032     72       9  192738      -1.0044   -2.2204e-16      -1.0044
ENSG00000173673    1    6269252    6340638     61       8  185719     -0.60828   -3.3307e-16     -0.60828
ENSG00000158292    1    6272406    6356035     92      15  192042   0.00062266   -2.7951e-16   0.00062266
ENSG00000097021    1    6289329    6489451    405      17  206772    -0.032654   -2.7756e-16    -0.032654
ENSG00000069812    1    6437478    6519730    186      12  202072      0.29154   -2.7756e-16      0.29154
ENSG00000187017    1    6449848    6556430    209      17  202303      0.53673   -3.3307e-16      0.53673
ENSG00000215788    1    6486211    6561255    109      12  201949       1.1683   -2.2204e-16       1.1683
ENSG00000171680    1    6491152    6615121    225      15  211818      0.47368   -2.7756e-16      0.47368
ENSG00000162408    1    6546407    6649595    213      11  216803      0.21026   -2.7756e-16      0.21026
ENSG00000173662    1    6580241    6674817    190      11  216532     -0.18079   -2.7756e-16     -0.18079
ENSG00000204859    1    6605061    6684340    145      16  213289     -0.24618   -2.7756e-16     -0.24618
ENSG00000162413    1    6615784    6709667    161      22  212282    -0.078811   -2.7756e-16    -0.078811
ENSG00000116273    1    6638745    6719093    150      17  214874     -0.12565   -2.7756e-16     -0.12565
ENSG00000041988    1    6649926    6730646    164      16  214137     -0.20449   -2.7756e-16     -0.20449
ENSG00000007923    1    6659228    6796984    266      15  214378     0.079498   -2.7756e-16     0.079498
ENSG00000171735    1    6810384    7864766   2488     168  215628    -0.091088   -2.7756e-16    -0.091088
ENSG00000049245    1    7796329    7876492    225      30  220648    -0.068751   -2.7756e-16    -0.068751
ENSG00000049246    1    7809380    7940237    450      35  219987      -0.3708   -2.7756e-16      -0.3708
ENSG00000049247    1    7868143    7948572    319      29  220124     -0.51107   -3.3307e-16     -0.51107
ENSG00000049249    1    7944907    8035926    221      25  210484      -1.5315   -2.2204e-16      -1.5315
ENSG00000116288    1    7979351    8080565    159      16  213502      -0.9644   -3.3307e-16      -0.9644
ENSG00000116285    1    8029464    8121368    129      10  216735     -0.68788   -3.3307e-16     -0.68788
ENSG00000162426    1    8342886    8439227    222      27  214488       1.7454   -2.2204e-16       1.7454
ENSG00000142599    1    8377457    8912702    786      24  213760       2.2107   -4.4409e-16       2.2107
ENSG00000074800    1    8886061    8974308    161      19  217785      0.96209   -3.3307e-16      0.96209
ENSG00000131686    1    8970926    9070151    309      51  215794       1.4471   -2.2204e-16       1.4471
ENSG00000197241    1    9028359    9121404    219      36  215934      0.70361   -3.3307e-16      0.70361
ENSG00000142583    1    9060166    9183537    348      31  219757      0.59714   -3.3307e-16      0.59714
ENSG00000180758    1    9125364    9224229    233      24  219197      0.24509   -2.7756e-16      0.24509
ENSG00000049239    1    9259834    9366396    334      35  214857     -0.75758   -3.3307e-16     -0.75758
ENSG00000171621    1    9317939    9464591    501      66  208770      0.47537   -2.7756e-16      0.47537
ENSG00000171612    1    9564541    9680237    126      11  215900      -1.2998   -2.2204e-16      -1.2998
ENSG00000188807    1    9613932    9709935    115      12  218926     -0.96537   -3.3307e-16     -0.96537
ENSG00000171608    1    9676790    9824172    214      32  214534     -0.68525   -3.3307e-16     -0.68525
ENSG00000171603    1    9754084    9919584    172      15  208419    -0.043847   -2.7756e-16    -0.043847
ENSG00000178585    1    9873334   10005394    156      22  206479      0.34028   -2.7756e-16      0.34028
ENSG00000162441    1    9947173   10038465    119      15  215277      0.65805   -3.3307e-16      0.65805
ENSG00000173614    1    9968486   10080559    169      14  218113      0.29498   -2.7756e-16      0.29498
ENSG00000162444    1   10022264   10111078    126      10  221598     -0.29502   -2.7756e-16     -0.29502
ENSG00000130939    1   10057890   10276297    408      20  218282      -1.1652   -2.2204e-16      -1.1652
ENSG00000054523    1   10235863   10476661    667      17  219242      -1.3883   -2.2204e-16      -1.3883
ENSG00000142657    1   10423649   10515201    205      19  214321     0.039259   -2.7756e-16     0.039259
ENSG00000241563    1   10474776   10546959    122      11  215688       0.8151   -3.3307e-16       0.8151
ENSG00000160049    1   10481579   10567583    157      11  217123      0.99938   -3.3307e-16      0.99938
ENSG00000142655    1   10497345   10725815    370      23  215304      0.58354   -3.3307e-16      0.58354
ENSG00000130940    1   10661661   10891707    261      45  206103      -1.9005   -2.2204e-16      -1.9005
ENSG00000175262    1   10971528   11077094    261      29  214090     -0.52926   -3.3307e-16     -0.52926
ENSG00000120948    1   11037414   11120796    138      13  199151      0.69122   -3.3307e-16      0.69122
ENSG00000009724    1   11051580   11142290    172      11  203890      0.55764   -3.3307e-16      0.55764
ENSG00000116649    1   11079641   11155081    149       7  203674      0.19486   -2.7756e-16      0.19486
ENSG00000171824    1   11091675   11194938    212       7  180389      0.20478   -2.7756e-16      0.20478
ENSG00000198793    1   11131592   11357564    400       9  160250     -0.45473   -2.7756e-16     -0.45473
ENSG00000171819    1   11214398   11291038    136       5  133999     -0.81189   -3.3307e-16     -0.81189
ENSG00000120942    1   11298263   11391106    125       9  189974     -0.43629   -2.7756e-16     -0.43629
ENSG00000116661    1   11673424   11750842     78       8  207348      -2.1544   -4.4409e-16      -2.1544
ENSG00000132879    1   11679432   11758384     72      11  203094      -2.1302   -4.4409e-16      -2.1302
ENSG00000116663    1   11689181   11769411     85      17  204592      -1.2599   -2.2204e-16      -1.2599
ENSG00000116670    1   11699537   11786707     81      15  208694     -0.60529   -3.3307e-16     -0.60529
ENSG00000162490    1   11716786   11820914    116      21  199563      -1.2195   -2.2204e-16      -1.2195
ENSG00000177674    1   11761141   11849859    232      25  210763     -0.73923   -3.3307e-16     -0.73923
ENSG00000177000    1   11810780   11901977    379      16  217594     -0.21588   -2.7756e-16     -0.21588
ENSG00000011021    1   11831207   11938201    464      22  218648     -0.55514   -3.3307e-16     -0.55514
ENSG00000175206    1   11870766   11943402    290      21  218747     -0.66847   -3.3307e-16     -0.66847
ENSG00000120937    1   11882521   11953988    279      23  217383      -1.2127   -2.2204e-16      -1.2127
ENSG00000116685    1   11944648   12021485    258      16  216171      -1.3498   -2.2204e-16      -1.3498
ENSG00000083444    1   11959262   12070595    289      20  215305   -0.0082831   -2.7929e-16   -0.0082831
ENSG00000116688    1   12005238   12108571    208      21  218359      0.80737   -3.3307e-16      0.80737
ENSG00000116691    1   12044523   12127102    147      19  218078       1.1502   -2.2204e-16       1.1502
ENSG00000120949    1   12088434   12239264    253      38  209950       1.0979   -2.2204e-16       1.0979
ENSG00000028137    1   12192060   12304285    204      26  213775      0.74509   -3.3307e-16      0.74509
ENSG00000048707    1   12255124   12607099    365      21  180000      0.20432   -2.7756e-16      0.20432
ENSG00000162496    1   12592939   12712737    355      35  212038      0.76282   -3.3307e-16      0.76282
ENSG00000204518    1   12669566   12762097    183      13  211167     -0.16023   -2.7756e-16     -0.16023
ENSG00000116726    1   12799984   12873049    135      15  202510     -0.16751   -2.7756e-16     -0.16751
ENSG00000116721    1   12816546   12891777     93      13  205008     -0.25642   -2.7756e-16     -0.25642
ENSG00000179172    1   12872261   12943578     78       2  202137     -0.65283   -3.3307e-16     -0.65283
ENSG00000120952    1   12881941   12956764     78       2  202137     -0.65283   -3.3307e-16     -0.65283
ENSG00000243073    1   12904045   12981025     61       2  203124      -0.5636   -3.3307e-16      -0.5636
ENSG00000187545    1   12917727   12993101      9       2  187282     -0.40368   -2.7756e-16     -0.40368
ENSG00000162494    1   13766445   13875543    300      36  213235     0.036187   -2.7756e-16     0.036187
ENSG00000162493    1   13874960   13979452    318      34  217747    -0.023627   -2.8103e-16    -0.023627
ENSG00000116731    1   13991693   14186574    565      30  218330       1.2269   -2.2204e-16       1.2269
ENSG00000189337    1   14890200   15479539   1581     149  216493      -1.3996   -2.2204e-16      -1.3996
ENSG00000171729    1   15444028   15581976    685      40  219392     -0.54011   -3.3307e-16     -0.54011
ENSG00000142621    1   15538768   15761779    657      64  209328      0.40752   -2.7756e-16      0.40752
ENSG00000142634    1   15701391   15791839    235      34  208586      0.60245   -3.3307e-16      0.60245
ENSG00000162438    1   15729935   15810737    209      36  212895      0.37684   -2.7756e-16      0.37684
ENSG00000142615    1   15748223   15833586    220      28  213517     -0.28427   -2.7756e-16     -0.28427
ENSG00000215704    1   15757404   15852895    269      22  214401     -0.26569   -2.7756e-16     -0.26569
ENSG00000132906    1   15782327   15888029    309      19  214312    -0.027614   -2.8103e-16    -0.027614
ENSG00000116138    1   15818308   15953874    406      12  215859     -0.18842   -2.7756e-16     -0.18842
ENSG00000116771    1   15863848   15946605    248      13  215328     -0.27249   -2.7756e-16     -0.27249
ENSG00000197312    1   15908995   16030539    331      10  215788     -0.36276   -2.7756e-16     -0.36276
ENSG00000215695    1   15951364   16023217    151       9  217514     -0.16872   -2.7756e-16     -0.16872
ENSG00000116786    1   15975827   16096264    274      17  215931     -0.62969   -3.3307e-16     -0.62969
ENSG00000162461    1   16027900   16102891    176      21  218725     -0.73909   -3.3307e-16     -0.73909
ENSG00000162460    1   16033917   16109477    172      22  219062     -0.75963   -3.3307e-16     -0.75963
ENSG00000162458    1   16048102   16148089    260      29  218233     -0.31901   -2.7756e-16     -0.31901
ENSG00000065526    1   16139359   16301955    277      17  218082       1.0101   -2.2204e-16       1.0101
ENSG00000116809    1   16233364   16337627    240      22  221851       1.1436   -2.2204e-16       1.1436
ENSG00000173641    1   16305523   16381089    402      25  221016     0.073708   -2.7756e-16     0.073708
ENSG00000186510    1   16310370   16395545    452      30  219620     -0.12201   -2.7756e-16     -0.12201
ENSG00000184908    1   16335272   16418803    385      29  216742       -1.298   -2.2204e-16       -1.298
ENSG00000185519    1   16349264   16435127    379      28  213780      -1.8121   -2.2204e-16      -1.8121
ENSG00000142627    1   16415832   16517582    255      20  215779       -2.465   -4.4409e-16       -2.465
ENSG00000142632    1   16489349   16574104    213      18  219284     -0.72188   -3.3307e-16     -0.72188
ENSG00000037637    1   16538334   16713949    332      12  215289     -0.83481   -3.3307e-16     -0.83481
ENSG00000055070    1   16644070   16759640    236      20  215498      -1.0937   -2.2204e-16      -1.0937
ENSG00000187144    1   16678612   16798919    266      23  213749     -0.34217   -2.7756e-16     -0.34217
ENSG00000157191    1   16732167   16821573    184      20  211519      0.16611   -2.7756e-16      0.16611
ENSG00000058453    1   17031768   17334474    131      17  204759       1.2447   -2.2204e-16       1.2447
ENSG00000117122    1   17265997   17342330    131      18  207837       1.5984   -2.2204e-16       1.5984
ENSG00000159363    1   17277453   17373423    212      22  212362       1.1212   -2.2204e-16       1.1212
ENSG00000117118    1   17310217   17415665    349      15  217708      0.31879   -2.7756e-16      0.31879
ENSG00000117115    1   17358256   17480948    432      24  215304     -0.26279   -2.7756e-16     -0.26279
ENSG00000142623    1   17496621   17607500    390      37  220173       -0.653   -3.3307e-16       -0.653
ENSG00000142619    1   17540593   17645728    428      36  220502      0.45639   -2.7756e-16      0.45639
ENSG00000159339    1   17599690   17725499    592      38  216686      0.55917   -3.3307e-16      0.55917
ENSG00000179051    1   17698256   17801220    332      19  217904      0.58392   -3.3307e-16      0.58392
ENSG00000074964    1   17831330   18059369    389      36  213311      0.99271   -3.3307e-16      0.99271
ENSG00000117148    1   18046808   18188558    299      25  218130      0.97984   -3.3307e-16      0.97984
ENSG00000117154    1   18399240   18739977    977     114  215046       1.2373   -2.2204e-16       1.2373
ENSG00000179023    1   18772424   18847478    312      36  213497       1.2627   -2.2204e-16       1.2627
ENSG00000009709    1   18922500   19110360    458      58  215117      0.19861   -2.7756e-16      0.19861
ENSG00000179002    1   19131093   19221176    448      47  212941      -1.0059   -2.2204e-16      -1.0059
ENSG00000159423    1   19162926   19264275    399      47  214351       -1.817   -2.2204e-16       -1.817
ENSG00000169991    1   19195775   19318180    406      40  218086     -0.55905   -3.3307e-16     -0.55905
ENSG00000127481    1   19366000   19571770    441      24  219155     -0.45777   -2.7756e-16     -0.45777
ENSG00000127463    1   19507158   19613046    346      19  220390      0.19752   -2.7756e-16      0.19752
ENSG00000053372    1   19543033   19621622    302      18  220599      0.41648   -2.7756e-16      0.41648
ENSG00000162482    1   19574052   19650744    313      24  219388      0.21989   -2.7756e-16      0.21989
ENSG00000053371    1   19595459   19673640    294      27  216977      -0.1205   -2.7756e-16      -0.1205
ENSG00000077549    1   19630267   19847066    744      37  219225     -0.51526   -3.3307e-16     -0.51526
ENSG00000158747    1   19932048   20019945    233      29  215865       1.9994   -2.2204e-16       1.9994
ENSG00000158748    1   19956780   20041055    237      27  215733       1.9066   -2.2204e-16       1.9066
ENSG00000162542    1   19973706   20161438    497      57  217258       1.3462   -2.2204e-16       1.3462
ENSG00000178828    1   20105523   20176771    177      34  215680     -0.68841   -3.3307e-16     -0.68841
ENSG00000169914    1   20174006   20274438    280      25  218207      -2.2129   -4.4409e-16      -2.2129
ENSG00000188784    1   20211502   20285110    190      24  219192      -1.8771   -2.2204e-16      -1.8771
ENSG00000188257    1   20266925   20341932    210      32  216237     -0.95708   -3.3307e-16     -0.95708
ENSG00000127472    1   20319672   20452683    376      33  215099     -0.12507   -2.7756e-16     -0.12507
ENSG00000117215    1   20403432   20481050    156      38  211415     -0.21814   -2.7756e-16     -0.21814
ENSG00000158786    1   20430819   20511879    148      31  209619    -0.086947   -2.7756e-16    -0.086947
ENSG00000187980    1   20452746   20538917    145      25  215896     -0.31733   -2.7756e-16     -0.31733
ENSG00000162543    1   20477578   20557541    164      24  216516     0.017222   -2.8103e-16     0.017222
ENSG00000158816    1   20582412   20716387    459      37  216739       2.0166   -4.4409e-16       2.0166
ENSG00000162545    1   20773884   20847713    130      21  217416       1.5751   -2.2204e-16       1.5751
ENSG00000090432    1   20790943   20869654    173      21  214978       1.0423   -2.2204e-16       1.0423
ENSG00000183114    1   20843932   20916512    300      30  216053        1.494   -2.2204e-16        1.494
ENSG00000158825    1   20880441   20980401    443      32  218865      0.66785   -3.3307e-16      0.66785
ENSG00000158828    1   20924948   21013004    298      18  216805     -0.85169   -3.3307e-16     -0.85169
ENSG00000244038    1   20943270   21023000    257      23  216376      -1.2488   -2.2204e-16      -1.2488
ENSG00000117245    1   20955507   21079510    362      44  217827      0.76139   -3.3307e-16      0.76139
ENSG00000189410    1   21011225   21094330    251      32  219132       1.5431   -2.2204e-16       1.5431
ENSG00000127483    1   21034154   21148816    222      23  219272       1.8096   -2.2204e-16       1.8096
ENSG00000075151    1   21097963   21538377    718      21  214289       1.2644   -2.2204e-16       1.2644
ENSG00000117298    1   21508740   21706997    489      44  216361      0.43901   -2.7756e-16      0.43901
ENSG00000142794    1   21731621   21846498    294      24  211571      0.70216   -3.3307e-16      0.70216
ENSG00000162551    1   21800858   21939905    503      45  217951      0.61367   -3.3307e-16      0.61367
ENSG00000076864    1   21887708   22030801    545      64  217569      0.55665   -3.3307e-16      0.55665
ENSG00000090686    1   21969791   22145099    559      41  215691     -0.86364   -3.3307e-16     -0.86364
ENSG00000142798    1   22113738   22298790    593      46  208467     -0.85018   -3.3307e-16     -0.85018
ENSG00000219073    1   22268514   22360135    374      29  214841      0.75091   -3.3307e-16      0.75091
ENSG00000142789    1   22293149   22374032    320      31  216056       1.0063   -2.2204e-16       1.0063
ENSG00000070831    1   22344120   22454437    348      21  218074      0.25391   -2.7756e-16      0.25391
ENSG00000162552    1   22408798   22505462    302      37  216138      0.40873   -2.7756e-16      0.40873
ENSG00000184677    1   22743344   22892650    200      22  216378    -0.041496   -2.7756e-16    -0.041496
ENSG00000070886    1   22855057   22965087    281      33  208051       1.6638   -2.2204e-16       1.6638
ENSG00000173372    1   22927999   23001101    222      24  210840       1.8442   -2.2204e-16       1.8442
ENSG00000159189    1   22935123   23009603    211      24  210350       1.8754   -2.2204e-16       1.8754
ENSG00000173369    1   22944255   23023031    207      25  212007       1.7664   -2.2204e-16       1.7664
ENSG00000133216    1   23002332   23276818    516      56  217321     -0.14658   -2.7756e-16     -0.14658
ENSG00000004487    1   23310941   23445182    150      10  219146      0.77873   -3.3307e-16      0.77873
ENSG00000169641    1   23375516   23539301    301      16  217545      0.73159   -3.3307e-16      0.73159
ENSG00000179546    1   23481993   23556222    225      15  219894      0.79713   -3.3307e-16      0.79713
ENSG00000125944    1   23595264   23705829    123      10  214956      0.63763   -3.3307e-16      0.63763
ENSG00000125945    1   23650941   23730935    140      16  218857      0.86545   -3.3307e-16      0.86545
ENSG00000204219    1   23672554   23786233    225      25  218568       0.8969   -3.3307e-16       0.8969
ENSG00000088280    1   23720056   23846061    278      20  219059      0.82104   -3.3307e-16      0.82104
ENSG00000007968    1   23797922   23892712    202      25  221384      0.55638   -3.3307e-16      0.55638
ENSG00000117318    1   23849409   23921285    104      15  222386      0.44269   -2.7756e-16      0.44269
ENSG00000197880    1   23872985   24002058    240      40  213454     -0.69405   -3.3307e-16     -0.69405
ENSG00000142676    1   23983269   24057915    123      16  213964      -1.3847   -2.2204e-16      -1.3847
ENSG00000057757    1   24069895   24149722     49       7  209816      0.16867   -2.7756e-16      0.16867
ENSG00000011009    1   24082460   24157029     52       6  216426      0.13045   -2.7756e-16      0.13045
ENSG00000117308    1   24087089   24162271     51       5  219473      0.20508   -2.7756e-16      0.20508
ENSG00000117305    1   24093375   24200110    123       7  218004     -0.42735   -2.7756e-16     -0.42735
ENSG00000179163    1   24136567   24229784    236      13  214967        -1.47   -2.2204e-16        -1.47
ENSG00000188822    1   24162016   24320549    219      13  213981      -1.5951   -2.2204e-16      -1.5951
ENSG00000189266    1   24250599   24324952      1       1  213652      -1.6549   -2.2204e-16      -1.6549
ENSG00000142661    1   24347525   24473665    350      35  220447      0.41324   -2.7756e-16      0.41324
ENSG00000142677    1   24411261   24504611    276      30  218111      -1.3829   -2.2204e-16      -1.3829
ENSG00000185436    1   24445647   24549449    283      32  214489      -1.8933   -2.2204e-16      -1.8933
ENSG00000158055    1   24610812   24725972    314      30  222072     -0.63651   -3.3307e-16     -0.63651
ENSG00000001460    1   24648489   24778424    326      21  221151     -0.71106   -3.3307e-16     -0.71106
ENSG00000001461    1   24707284   24834466    301      21  222537     -0.29562   -2.7756e-16     -0.29562
ENSG00000117602    1   24794387   24902530    334      31  213119     -0.10818   -2.7756e-16     -0.10818
ENSG00000184454    1   24847602   24970819    421      41  216035      0.41073   -2.7756e-16      0.41073
ENSG00000133226    1   24923207   25034758    204      18  215379      0.47143   -2.7756e-16      0.47143
ENSG00000169504    1   25036848   25205815    265      18  214526    -0.060696   -2.7756e-16    -0.060696
ENSG00000020633    1   25191002   25326612    331      36  216480       0.6837   -3.3307e-16       0.6837
ENSG00000117614    1   25514170   25593993     36      11  217641       1.1748   -2.2204e-16       1.1748
ENSG00000187010    1   25563884   25691936     28       5  220532        2.704   -4.4409e-16        2.704
ENSG00000183726    1   25629408   25723852     34       3  223163       2.9113   -4.4409e-16       2.9113
ENSG00000188672    1   25653740   25791683    115       3  221030       2.8373   -4.4409e-16       2.8373
ENSG00000157978    1   25835071   25930377     59       6  218031       1.0157   -2.2204e-16       1.0157
ENSG00000117643    1   25908959   26147698    257      20  215837      -1.9311   -2.2204e-16      -1.9311
ENSG00000117640    1   26110131   26194432    154       6  218644     -0.12959   -2.7756e-16     -0.12959
ENSG00000127423    1   26123414   26220903    165       7  220582     0.061349   -2.7756e-16     0.061349
ENSG00000182749    1   26152701   26232744    111       5  223265       0.2814   -2.7756e-16       0.2814
ENSG00000117632    1   26175672   26268482    102       9  221889      0.79134   -3.3307e-16      0.79134
ENSG00000158006    1   26251258   26359648    195      13  215000     -0.33938   -2.7756e-16     -0.33938
ENSG00000158008    1   26311375   26397955    141      11  222110      0.86014   -3.3307e-16      0.86014
ENSG00000158014    1   26328743   26407624    136      11  220886       1.1475   -2.2204e-16       1.1475
ENSG00000158022    1   26342795   26429927    148       9  222266       1.2897   -2.2204e-16       1.2897
ENSG00000175087    1   26402664   26487034    148       4  219010       1.4648   -2.2204e-16       1.4648
ENSG00000197245    1   26450511   26524119    163      16  215638       2.0677   -4.4409e-16       2.0677
ENSG00000142684    1   26461362   26533551    180      20  217136        2.189   -4.4409e-16        2.189
ENSG00000142675    1   26468894   26551377    251      28  217105       1.7803   -2.2204e-16       1.7803
ENSG00000188782    1   26482052   26564459    275      23  217542       1.6004   -2.2204e-16       1.6004
ENSG00000130695    1   26525691   26640299    383      16  219405     -0.65425   -3.3307e-16     -0.65425
ENSG00000142669    1   26570667   26643007    218      14  219277     -0.69593   -3.3307e-16     -0.69593
ENSG00000158062    1   26572819   26679854    319      17  219267     -0.18961   -2.7756e-16     -0.18961
ENSG00000169442    1   26609448   26682014    221      19  219841    -0.080172   -2.7756e-16    -0.080172
ENSG00000176083    1   26653125   26736013    243      29  219988      0.41651   -2.7756e-16      0.41651
ENSG00000131914    1   26702269   26791213    166      24  217859       1.7928   -2.2204e-16       1.7928
ENSG00000117682    1   26723773   26832785    181      21  218841       2.1356   -4.4409e-16       2.1356
ENSG00000198830    1   26763941   26837463    118      15  217382       2.1666   -4.4409e-16       2.1666
ENSG00000117676    1   26821252   26936521    209      25  219537       1.7068   -2.2204e-16       1.7068
ENSG00000117713    1   26987524   27143595    180      10  212266       1.2338   -2.2204e-16       1.2338
