# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
ENSG00000171608    1    9676790    9824172     45      12  204402     -0.12986   -1.3878e-16     -0.12986
ENSG00000171603    1    9754084    9919584     41       8  204402     0.015405   -1.2837e-16     0.015405
ENSG00000178585    1    9873334   10005394     39       7  204402        2.457             0        2.457
ENSG00000162441    1    9947173   10038465     21       3  204402        4.216             0        4.216
ENSG00000173614    1    9968486   10080559     25       4  204402       4.2252             0       4.2252
ENSG00000162444    1   10022264   10111078     12       3  204402       3.7666             0       3.7666
ENSG00000130939    1   10057890   10276297     58      12  204402       4.2689             0       4.2689
ENSG00000054523    1   10235863   10476661    140       8  204402       1.5098   -2.2204e-16       1.5098
ENSG00000142657    1   10423649   10515201     38       6  204402      0.84553   -1.1102e-16      0.84553
ENSG00000241563    1   10474776   10546959     25       4  204402        1.254   -2.2204e-16        1.254
ENSG00000160049    1   10481579   10567583     51       5  204402       1.7723   -2.2204e-16       1.7723
ENSG00000142655    1   10497345   10725815    160      18  204402       1.1665   -2.2204e-16       1.1665
ENSG00000130940    1   10661661   10891707    119      36  204402      -2.1017             0      -2.1017
ENSG00000175262    1   10971528   11077094     89      21  204402     -0.75447   -1.1102e-16     -0.75447
ENSG00000120948    1   11037414   11120796     34       6  204402      -1.4259   -2.2204e-16      -1.4259
ENSG00000009724    1   11051580   11142290     40       4  204402      -1.2716   -2.2204e-16      -1.2716
ENSG00000116649    1   11079641   11155081     26       2  204402       -1.383   -2.2204e-16       -1.383
ENSG00000171824    1   11091675   11194938     31       2  204402      -1.4281   -2.2204e-16      -1.4281
ENSG00000198793    1   11131592   11357564     51       3  204402      0.18893   -1.3878e-16      0.18893
ENSG00000171819    1   11214398   11291038     15       1  204402      0.23102   -1.3878e-16      0.23102
ENSG00000120942    1   11298263   11391106     26       4  204402      0.49637   -1.1102e-16      0.49637
ENSG00000116661    1   11673424   11750842     39      10  204402     -0.11502    -1.249e-16     -0.11502
ENSG00000132879    1   11679432   11758384     38      11  204402    -0.054409   -1.3184e-16    -0.054409
ENSG00000116663    1   11689181   11769411     38      13  204402    -0.077443    -1.249e-16    -0.077443
ENSG00000116670    1   11699537   11786707     40      15  204402     -0.33351   -1.1102e-16     -0.33351
ENSG00000162490    1   11716786   11820914     52      15  204402      -1.2499   -2.2204e-16      -1.2499
ENSG00000177674    1   11761141   11849859     66      14  204402     -0.14437   -1.3878e-16     -0.14437
ENSG00000177000    1   11810780   11901977    101      12  204402      0.80183   -1.1102e-16      0.80183
ENSG00000011021    1   11831207   11938201    131      16  204402       1.2056   -2.2204e-16       1.2056
ENSG00000175206    1   11870766   11943402     84      14  204402       1.4842   -2.2204e-16       1.4842
ENSG00000120937    1   11882521   11953988     84      14  204402       1.3689   -2.2204e-16       1.3689
ENSG00000116685    1   11944648   12021485     47       6  204402     0.079849    -1.249e-16     0.079849
ENSG00000083444    1   11959262   12070595     54      10  204402      0.50186   -1.1102e-16      0.50186
ENSG00000116688    1   12005238   12108571     40       8  204402       1.3493   -2.2204e-16       1.3493
ENSG00000116691    1   12044523   12127102     29       6  204402       1.6989   -2.2204e-16       1.6989
ENSG00000120949    1   12088434   12239264     68      21  204402      0.77492   -1.1102e-16      0.77492
ENSG00000028137    1   12192060   12304285     62      13  204402     -0.77104   -1.1102e-16     -0.77104
ENSG00000048707    1   12255124   12607099    102      23  204402     -0.89789   -1.1102e-16     -0.89789
ENSG00000162496    1   12592939   12712737    100      26  204402      -1.1119   -2.2204e-16      -1.1119
ENSG00000204518    1   12669566   12762097     65      13  204402      -1.2889   -2.2204e-16      -1.2889
ENSG00000116726    1   12799984   12873049     52       8  204402     -0.72232   -1.1102e-16     -0.72232
ENSG00000116721    1   12816546   12891777     37       6  204402     -0.46455   -1.1102e-16     -0.46455
ENSG00000162494    1   13766445   13875543    110      24  204402      -1.7307   -2.2204e-16      -1.7307
ENSG00000162493    1   13874960   13979452    112      24  204402      0.57267   -1.1102e-16      0.57267
ENSG00000116731    1   13991693   14186574    167      23  204402     -0.12427    -1.249e-16     -0.12427
ENSG00000189337    1   14890200   15479539    442      95  204402     -0.79517   -1.1102e-16     -0.79517
ENSG00000171729    1   15444028   15581976    179      26  204402     -0.45575   -1.1102e-16     -0.45575
ENSG00000142621    1   15538768   15761779    178      37  204402       1.7577   -2.2204e-16       1.7577
ENSG00000142634    1   15701391   15791839     45      11  204402     -0.12905   -1.3878e-16     -0.12905
ENSG00000162438    1   15729935   15810737     36       9  204402     -0.42031   -1.1102e-16     -0.42031
ENSG00000142615    1   15748223   15833586     70      12  204402      -0.5958   -1.1102e-16      -0.5958
ENSG00000215704    1   15757404   15852895     94      11  204402     -0.60509   -1.1102e-16     -0.60509
ENSG00000132906    1   15782327   15888029    105       9  204402        -0.73   -1.1102e-16        -0.73
ENSG00000116138    1   15818308   15953874    102       7  204402     -0.67898   -1.1102e-16     -0.67898
ENSG00000116771    1   15863848   15946605     35       4  204402     -0.75663   -1.1102e-16     -0.75663
ENSG00000197312    1   15908995   16030539     61       4  204402     -0.25546   -1.1102e-16     -0.25546
ENSG00000215695    1   15951364   16023217     41       3  204402     -0.23856   -1.3878e-16     -0.23856
ENSG00000116786    1   15975827   16096264     63       6  204402     -0.34731   -1.1102e-16     -0.34731
ENSG00000162461    1   16027900   16102891     42       6  204402     -0.23813   -1.3878e-16     -0.23813
ENSG00000162460    1   16033917   16109477     42       6  204402    -0.074354    -1.249e-16    -0.074354
ENSG00000162458    1   16048102   16148089     47      13  204402       1.3929   -2.2204e-16       1.3929
ENSG00000065526    1   16139359   16301955     58       8  204402        1.694   -2.2204e-16        1.694
ENSG00000116809    1   16233364   16337627     50       8  204402        1.425   -2.2204e-16        1.425
ENSG00000173641    1   16305523   16381089     78      13  204402      0.38236   -1.1102e-16      0.38236
ENSG00000186510    1   16310370   16395545     87      16  204402      0.51276   -1.1102e-16      0.51276
ENSG00000184908    1   16335272   16418803     74      14  204402      0.28405   -1.1102e-16      0.28405
ENSG00000185519    1   16349264   16435127     49      11  204402      0.38802   -1.1102e-16      0.38802
ENSG00000142627    1   16415832   16517582     63      10  204402       0.9275   -1.1102e-16       0.9275
ENSG00000142632    1   16489349   16574104     51       7  204402     -0.59325   -1.1102e-16     -0.59325
ENSG00000037637    1   16538334   16713949     54       5  204402     -0.25006   -1.1102e-16     -0.25006
ENSG00000055070    1   16644070   16759640     49       7  204402    -0.039545   -1.3184e-16    -0.039545
ENSG00000187144    1   16678612   16798919     57      11  204402       1.1267   -2.2204e-16       1.1267
ENSG00000157191    1   16732167   16821573     40       8  204402       1.7096   -2.2204e-16       1.7096
ENSG00000219481    1   16853814   16975057      1       1  204402       1.2333   -2.2204e-16       1.2333
ENSG00000058453    1   17031768   17334474     31       7  204402      0.59542   -1.1102e-16      0.59542
ENSG00000117122    1   17265997   17342330     27       7  204402     0.073669    -1.249e-16     0.073669
ENSG00000159363    1   17277453   17373423     42       9  204402     -0.56569   -1.1102e-16     -0.56569
ENSG00000117118    1   17310217   17415665     92       9  204402       -2.412             0       -2.412
ENSG00000117115    1   17358256   17480948    108      12  204402     -0.32493   -1.1102e-16     -0.32493
ENSG00000142623    1   17496621   17607500    158      26  204402      0.21834   -1.3878e-16      0.21834
ENSG00000142619    1   17540593   17645728    154      26  204402      0.62245   -1.1102e-16      0.62245
ENSG00000159339    1   17599690   17725499    190      28  204402       1.1596   -2.2204e-16       1.1596
ENSG00000179051    1   17698256   17801220     80       9  204402      0.31167   -1.1102e-16      0.31167
ENSG00000074964    1   17831330   18059369    151      21  204402      -0.2047   -1.3878e-16      -0.2047
ENSG00000117148    1   18046808   18188558    114      17  204402     -0.87489   -1.1102e-16     -0.87489
ENSG00000117154    1   18399240   18739977    396      78  204402      0.10995    -1.249e-16      0.10995
ENSG00000179023    1   18772424   18847478    111      21  204402      0.33214   -1.1102e-16      0.33214
ENSG00000009709    1   18922500   19110360    188      40  204402     -0.75524   -1.1102e-16     -0.75524
ENSG00000179002    1   19131093   19221176     71      15  204402     -0.34775   -1.1102e-16     -0.34775
ENSG00000159423    1   19162926   19264275     49      16  204402       1.4397   -2.2204e-16       1.4397
ENSG00000169991    1   19195775   19318180     51      12  204402      0.64486   -1.1102e-16      0.64486
ENSG00000127481    1   19366000   19571770    150      13  204402      0.16314   -1.3878e-16      0.16314
ENSG00000127463    1   19507158   19613046     63      11  204402     0.037836   -1.3184e-16     0.037836
ENSG00000053372    1   19543033   19621622     48      10  204402     -0.28859   -1.1102e-16     -0.28859
ENSG00000162482    1   19574052   19650744     41      10  204402     -0.77464   -1.1102e-16     -0.77464
ENSG00000053371    1   19595459   19673640     44      11  204402       -1.132   -2.2204e-16       -1.132
ENSG00000077549    1   19630267   19847066    217      21  204402     -0.35633   -1.1102e-16     -0.35633
ENSG00000158747    1   19932048   20019945     53      10  204402      0.45012   -1.1102e-16      0.45012
ENSG00000158748    1   19956780   20041055     51       9  204402      0.42931   -1.1102e-16      0.42931
ENSG00000162542    1   19973706   20161438    130      35  204402      0.36652   -1.1102e-16      0.36652
ENSG00000178828    1   20105523   20176771     58      18  204402     -0.45053   -1.1102e-16     -0.45053
ENSG00000169914    1   20174006   20274438     87      17  204402     -0.60808   -1.1102e-16     -0.60808
ENSG00000188784    1   20211502   20285110     64      14  204402    -0.013086   -1.2837e-16    -0.013086
ENSG00000188257    1   20266925   20341932     57      14  204402     -0.29905   -1.1102e-16     -0.29905
ENSG00000127472    1   20319672   20452683    113      20  204402      -2.0048             0      -2.0048
ENSG00000117215    1   20403432   20481050     68      23  204402      -2.0744             0      -2.0744
ENSG00000158786    1   20430819   20511879     59      17  204402     -0.86095   -1.1102e-16     -0.86095
ENSG00000187980    1   20452746   20538917     57      14  204402     -0.28031   -1.1102e-16     -0.28031
ENSG00000162543    1   20477578   20557541     56      12  204402     -0.04677   -1.3184e-16     -0.04677
ENSG00000158816    1   20582412   20716387    197      26  204402      0.20293   -1.3878e-16      0.20293
ENSG00000162545    1   20773884   20847713     41      10  204402       0.5945   -1.1102e-16       0.5945
ENSG00000090432    1   20790943   20869654     59       9  204402      0.14034   -1.3878e-16      0.14034
ENSG00000183114    1   20843932   20916512     79      15  204402    -0.080231    -1.249e-16    -0.080231
ENSG00000158825    1   20880441   20980401     79      16  204402      0.49048   -1.1102e-16      0.49048
ENSG00000158828    1   20924948   21013004     77      13  204402       0.7277   -1.1102e-16       0.7277
ENSG00000244038    1   20943270   21023000     75      14  204402      0.68978   -1.1102e-16      0.68978
ENSG00000117245    1   20955507   21079510    116      25  204402     0.084875    -1.249e-16     0.084875
ENSG00000189410    1   21011225   21094330     68      14  204402      -1.0825   -2.2204e-16      -1.0825
ENSG00000127483    1   21034154   21148816     60       8  204402      -1.3854   -2.2204e-16      -1.3854
ENSG00000075151    1   21097963   21538377    175       8  204402     -0.55195   -1.1102e-16     -0.55195
ENSG00000117298    1   21508740   21706997    161      29  204402       1.6869   -2.2204e-16       1.6869
ENSG00000142794    1   21731621   21846498     57      12  204402       1.4858   -2.2204e-16       1.4858
ENSG00000162551    1   21800858   21939905    130      25  204402      0.74038   -1.1102e-16      0.74038
ENSG00000076864    1   21887708   22030801    136      33  204402     -0.60333   -1.1102e-16     -0.60333
ENSG00000090686    1   21969791   22145099    112      16  204402      -1.0201   -2.2204e-16      -1.0201
ENSG00000142798    1   22113738   22298790    127      19  204402      0.61028   -1.1102e-16      0.61028
ENSG00000219073    1   22268514   22360135     59      10  204402     0.064589    -1.249e-16     0.064589
ENSG00000142789    1   22293149   22374032     36      10  204402      0.23509   -1.3878e-16      0.23509
ENSG00000070831    1   22344120   22454437     76      10  204402       1.1945   -2.2204e-16       1.1945
ENSG00000162552    1   22408798   22505462    101      20  204402       1.3378   -2.2204e-16       1.3378
ENSG00000184677    1   22743344   22892650     75       9  204402       1.7333   -2.2204e-16       1.7333
ENSG00000070886    1   22855057   22965087     61      14  204402      -0.6438   -1.1102e-16      -0.6438
ENSG00000173372    1   22927999   23001101     70      10  204402     -0.63834   -1.1102e-16     -0.63834
ENSG00000159189    1   22935123   23009603     65      10  204402     -0.52725   -1.1102e-16     -0.52725
ENSG00000173369    1   22944255   23023031     69      11  204402      -0.4897   -1.1102e-16      -0.4897
ENSG00000133216    1   23002332   23276818    205      37  204402      -1.6042   -2.2204e-16      -1.6042
ENSG00000004487    1   23310941   23445182     37       4  204402       1.2364   -2.2204e-16       1.2364
ENSG00000169641    1   23375516   23539301     59       7  204402      0.58943   -1.1102e-16      0.58943
ENSG00000179546    1   23481993   23556222     33       4  204402    -0.035585   -1.3184e-16    -0.035585
ENSG00000125944    1   23595264   23705829     44       5  204402      -1.0428   -2.2204e-16      -1.0428
ENSG00000125945    1   23650941   23730935     53       8  204402     -0.60199   -1.1102e-16     -0.60199
ENSG00000204219    1   23672554   23786233     82      13  204402     -0.34369   -1.1102e-16     -0.34369
ENSG00000088280    1   23720056   23846061     62       9  204402      0.16179   -1.3878e-16      0.16179
ENSG00000007968    1   23797922   23892712     39      11  204402     -0.62833   -1.1102e-16     -0.62833
ENSG00000117318    1   23849409   23921285     35       8  204402     -0.77444   -1.1102e-16     -0.77444
ENSG00000197880    1   23872985   24002058     72      18  204402     -0.33043   -1.1102e-16     -0.33043
ENSG00000142676    1   23983269   24057915     37       6  204402      0.77319   -1.1102e-16      0.77319
ENSG00000057757    1   24069895   24149722     18       3  204402       2.8219             0       2.8219
ENSG00000011009    1   24082460   24157029     17       3  204402       2.9104             0       2.9104
ENSG00000117308    1   24087089   24162271     17       2  204402       2.9997             0       2.9997
ENSG00000117305    1   24093375   24200110     23       3  204402       3.0675             0       3.0675
ENSG00000179163    1   24136567   24229784     16       3  204402       3.1054             0       3.1054
ENSG00000188822    1   24162016   24320549     10       2  204402       2.7817             0       2.7817
ENSG00000142661    1   24347525   24473665    121      19  204402      -1.2062   -2.2204e-16      -1.2062
ENSG00000142677    1   24411261   24504611     97      18  204402      -2.2889             0      -2.2889
ENSG00000185436    1   24445647   24549449     99      22  204402      -1.7474   -2.2204e-16      -1.7474
ENSG00000158055    1   24610812   24725972     98      14  204402     -0.14064   -1.3878e-16     -0.14064
ENSG00000001460    1   24648489   24778424    111      13  204402      0.84878   -1.1102e-16      0.84878
ENSG00000001461    1   24707284   24834466     95      11  204402      0.97765   -1.1102e-16      0.97765
ENSG00000117602    1   24794387   24902530     64      11  204402     -0.41442   -1.1102e-16     -0.41442
ENSG00000184454    1   24847602   24970819     64      16  204402       -1.207   -2.2204e-16       -1.207
ENSG00000133226    1   24923207   25034758     28       6  204402     -0.54731   -1.1102e-16     -0.54731
ENSG00000169504    1   25036848   25205815     73      10  204402      0.64433   -1.1102e-16      0.64433
ENSG00000020633    1   25191002   25326612    144      24  204402       1.8476   -2.2204e-16       1.8476
ENSG00000117614    1   25514170   25593993      8       3  204402       1.4071   -2.2204e-16       1.4071
ENSG00000187010    1   25563884   25691936      3       1  204402    -0.022612   -1.2837e-16    -0.022612
ENSG00000183726    1   25629408   25723852      4       1  204402      0.02715   -1.2837e-16      0.02715
ENSG00000188672    1   25653740   25791683     11       2  204402      -1.2288   -2.2204e-16      -1.2288
ENSG00000157978    1   25835071   25930377     19       2  204402      0.22891   -1.3878e-16      0.22891
ENSG00000117643    1   25908959   26147698     88      15  204402     -0.76973   -1.1102e-16     -0.76973
ENSG00000117640    1   26110131   26194432     45       4  204402      -1.3528   -2.2204e-16      -1.3528
ENSG00000127423    1   26123414   26220903     41       4  204402      -1.2818   -2.2204e-16      -1.2818
ENSG00000182749    1   26152701   26232744     30       3  204402      -1.0731   -2.2204e-16      -1.0731
ENSG00000117632    1   26175672   26268482     40       4  204402     -0.84583   -1.1102e-16     -0.84583
ENSG00000158006    1   26251258   26359648     78       7  204402      0.57322   -1.1102e-16      0.57322
ENSG00000158008    1   26311375   26397955     64       7  204402      0.35486   -1.1102e-16      0.35486
ENSG00000158014    1   26328743   26407624     55       6  204402     -0.17475   -1.3878e-16     -0.17475
ENSG00000158022    1   26342795   26429927     59       6  204402     -0.24086   -1.3878e-16     -0.24086
ENSG00000175087    1   26402664   26487034     39       4  204402      0.30571   -1.1102e-16      0.30571
ENSG00000197245    1   26450511   26524119     49       8  204402       1.5863   -2.2204e-16       1.5863
ENSG00000142684    1   26461362   26533551     62       9  204402        1.813   -2.2204e-16        1.813
ENSG00000142675    1   26468894   26551377     79      13  204402       1.5969   -2.2204e-16       1.5969
ENSG00000188782    1   26482052   26564459     89      14  204402       1.3365   -2.2204e-16       1.3365
ENSG00000130695    1   26525691   26640299    129      10  204402    -0.035237   -1.3184e-16    -0.035237
ENSG00000142669    1   26570667   26643007     73       6  204402     -0.12891   -1.3878e-16     -0.12891
ENSG00000158062    1   26572819   26679854    112      10  204402    -0.062426   -1.3184e-16    -0.062426
ENSG00000169442    1   26609448   26682014     84      10  204402   -0.0017796    -1.288e-16   -0.0017796
ENSG00000176083    1   26653125   26736013     72      15  204402      0.48482   -1.1102e-16      0.48482
ENSG00000131914    1   26702269   26791213     52      12  204402      0.45505   -1.1102e-16      0.45505
ENSG00000117682    1   26723773   26832785     52       9  204402      0.68465   -1.1102e-16      0.68465
ENSG00000198830    1   26763941   26837463     29       6  204402      0.48076   -1.1102e-16      0.48076
ENSG00000117676    1   26821252   26936521     50      10  204402       1.0739   -2.2204e-16       1.0739
ENSG00000117713    1   26987524   27143595     24       4  204402       2.6711             0       2.6711
ENSG00000060642    1   27078963   27159889      6       1  204402       3.1177             0       3.1177
ENSG00000204160    1   27118201   27219093     16       3  204402       1.7055   -2.2204e-16       1.7055
ENSG00000175793    1   27154633   27225947     18       4  204402       1.2268   -2.2204e-16       1.2268
ENSG00000142751    1   27167624   27251788     26       4  204402       1.7929   -2.2204e-16       1.7929
ENSG00000198746    1   27181979   27261957     20       4  204402       2.0124             0       2.0124
ENSG00000090273    1   27191729   27308353     26       5  204402       2.6471             0       2.6471
ENSG00000131910    1   27202980   27275457     19       4  204402       2.4997             0       2.4997
ENSG00000253368    1   27285198   27362389     19       4  204402      0.95553   -1.1102e-16      0.95553
ENSG00000090020    1   27390306   27528472     41       4  204402    -0.054633   -1.3184e-16    -0.054633
ENSG00000142784    1   27526007   27670110     35       7  204402      -1.3262   -2.2204e-16      -1.3262
ENSG00000186501    1   27613651   27697891     29       8  204402      -1.1034   -2.2204e-16      -1.1034
ENSG00000142765    1   27633513   27715421     28       8  204402      -0.8221   -1.1102e-16      -0.8221
ENSG00000142733    1   27646675   27728383     27       8  204402     -0.45753   -1.1102e-16     -0.45753
ENSG00000142748    1   27660603   27736315     26       8  204402     -0.37659   -1.1102e-16     -0.37659
ENSG00000174950    1   27670666   27744870     24       6  204402     -0.33514   -1.1102e-16     -0.33514
ENSG00000181773    1   27684148   27757318     20       4  204402     -0.11838    -1.249e-16     -0.11838
ENSG00000158195    1   27695730   27851669     36       3  204402     0.074732    -1.249e-16     0.074732
ENSG00000126705    1   27825546   27965942     19       6  204402      0.14375   -1.3878e-16      0.14375
ENSG00000000938    1   27903575   27996788     20       5  204402     0.093398    -1.249e-16     0.093398
ENSG00000126709    1   27957572   28033729     40       5  204402      -1.0353   -2.2204e-16      -1.0353
ENSG00000009780    1   28017490   28124633     52       3  204402     -0.96673   -1.1102e-16     -0.96673
ENSG00000117758    1   28064694   28185963     38       3  204402     -0.38608   -1.1102e-16     -0.38608
ENSG00000117751    1   28122289   28213187     27       6  204402      0.12781   -1.3878e-16      0.12781
