# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
ENSG00000242485    1    1302288    1377693    204      15  195813      0.65036    8.5487e-14      0.65036
ENSG00000235098    1    1318800    1392149    164      14  195813        0.657    8.5487e-14        0.657
ENSG00000205116    1    1326508    1398167    164      15  195813      0.57642    8.5487e-14      0.57642
ENSG00000179403    1    1335241    1413262    170      16  195813       0.5004    8.5487e-14       0.5004
ENSG00000215915    1    1350069    1440538    180      19  195813      0.02056    8.5491e-14      0.02056
ENSG00000160072    1    1372143    1468228    168      18  195813     -0.21734    8.5487e-14     -0.21734
ENSG00000197785    1    1412531    1505067    185      19  195813      -1.3338    8.5487e-14      -1.3338
ENSG00000160075    1    1442053    1545249    189      15  195813     -0.91374    8.5487e-14     -0.91374
ENSG00000197530    1    1515795    1600990      3       2  195813      -1.9063    8.5487e-14      -1.9063
ENSG00000248333    1    1535603    1625473      6       2  195813      -1.3024    8.5487e-14      -1.3024
ENSG00000189339    1    1557939    1659167     63       5  195813     -0.81158    8.5487e-14     -0.81158
ENSG00000008128    1    1599169    1690766    132      10  195813     -0.50995    8.5487e-14     -0.50995
ENSG00000008130    1    1647671    1746896    173      15  195813     0.057384    8.5494e-14     0.057384
ENSG00000078369    1    1681729    1857495    277      13  195813      0.45291    8.5487e-14      0.45291
ENSG00000169885    1    1811266    1883735    199      13  195813      0.58656    8.5487e-14      0.58656
ENSG00000178821    1    1814029    1885712    194      14  195813      0.57661    8.5487e-14      0.57661
ENSG00000187730    1    1915780    1997192     79      13  195813      -2.1596    8.5709e-14      -2.1596
ENSG00000067606    1    1946909    2151834    450      27  195813    -0.046461    8.5494e-14    -0.046461
ENSG00000157933    1    2125134    2276558    448      64  195813       4.1356    8.5265e-14       4.1356
ENSG00000116151    1    2217692    2358146    547      70  195813       2.8245    8.5709e-14       2.8245
ENSG00000157916    1    2288267    2371883    287      51  195813      0.23748    8.5487e-14      0.23748
ENSG00000157911    1    2301236    2380236    262      49  195813      0.40944    8.5487e-14      0.40944
ENSG00000149527    1    2322419    2471969    429      58  195813      0.50366    8.5487e-14      0.50366
ENSG00000157881    1    2404972    2493039    203      24  195813      0.84483    8.5487e-14      0.84483
ENSG00000197921    1    2425184    2496684    173      20  195813      0.70231    8.5487e-14      0.70231
ENSG00000157873    1    2452078    2531821    230      20  195813     -0.22254    8.5487e-14     -0.22254
ENSG00000142606    1    2487078    2599481    284      13  195813     -0.71635    8.5487e-14     -0.71635
ENSG00000215912    1    2532415    2753286    335      17  195813      0.21556    8.5487e-14      0.21556
ENSG00000169717    1    2903046    2974465    253       6  195813       1.4536    8.5487e-14       1.4536
ENSG00000142611    1    2950732    3390185   1621     157  195813       2.2094    8.5709e-14       2.2094
ENSG00000130762    1    3335990    3432677    339      32  195813    -0.096493    8.5487e-14    -0.096493
ENSG00000162591    1    3371484    3563059    642      74  195813     -0.94478    8.5487e-14     -0.94478
ENSG00000158109    1    3506566    3581691    257      29  195813     -0.14558    8.5487e-14     -0.14558
ENSG00000116213    1    3512331    3604325    303      38  195813     -0.10108    8.5487e-14     -0.10108
ENSG00000078900    1    3534084    3687765    453      61  195813     -0.58286    8.5487e-14     -0.58286
ENSG00000162592    1    3633962    3723209    344      37  195813     0.066789    8.5487e-14     0.066789
ENSG00000235169    1    3654352    3727546    301      28  195813      0.17721    8.5487e-14      0.17721
ENSG00000130764    1    3661784    3748068    402      29  195813     0.045126    8.5494e-14     0.045126
ENSG00000116198    1    3693645    3808778    662      29  195813      0.70623    8.5487e-14      0.70623
ENSG00000169598    1    3738845    3836993    513      30  195813       1.0318    8.5487e-14       1.0318
ENSG00000198912    1    3770689    3851857    319      27  195813       1.5249    8.5487e-14       1.5249
ENSG00000196581    1    4679792    4887594    961     110  195813      -2.4666    8.5709e-14      -2.4666
ENSG00000131697    1    5887871    6087533    654      36  195813      -1.0753    8.5487e-14      -1.0753
ENSG00000069424    1    6016526    6196253    531      54  195813       -1.769    8.5487e-14       -1.769
ENSG00000116254    1    6126853    6275183    451      46  195813      -1.3881    8.5487e-14      -1.3881
ENSG00000116251    1    6206329    6304449    252      28  195813     -0.68432    8.5487e-14     -0.68432
ENSG00000158286    1    6230535    6316359    192      27  195813      0.16117    8.5487e-14      0.16117
ENSG00000116237    1    6246253    6331032    207      27  195813      0.86067    8.5487e-14      0.86067
ENSG00000173673    1    6269252    6340638    173      23  195813       1.0492    8.5487e-14       1.0492
ENSG00000158292    1    6272406    6356035    205      29  195813      0.98366    8.5487e-14      0.98366
ENSG00000097021    1    6289329    6489451    661      32  195813      0.52391    8.5487e-14      0.52391
ENSG00000069812    1    6437478    6519730    257      14  195813       0.6292    8.5487e-14       0.6292
ENSG00000187017    1    6449848    6556430    311      19  195813      0.76591    8.5487e-14      0.76591
ENSG00000215788    1    6486211    6561255    190      22  195813      0.81241    8.5487e-14      0.81241
ENSG00000171680    1    6491152    6615121    357      29  195813       0.7779    8.5487e-14       0.7779
ENSG00000162408    1    6546407    6649595    296      15  195813       0.7314    8.5487e-14       0.7314
ENSG00000173662    1    6580241    6674817    251      16  195813      0.50074    8.5487e-14      0.50074
ENSG00000204859    1    6605061    6684340    189      23  195813      0.27145    8.5487e-14      0.27145
ENSG00000162413    1    6615784    6709667    205      32  195813    -0.091874    8.5487e-14    -0.091874
ENSG00000116273    1    6638745    6719093    181      24  195813     -0.15798    8.5487e-14     -0.15798
ENSG00000041988    1    6649926    6730646    194      22  195813     -0.25742    8.5487e-14     -0.25742
ENSG00000007923    1    6659228    6796984    311      20  195813     -0.28966    8.5487e-14     -0.28966
ENSG00000171735    1    6810384    7864766   3124     210  195813       1.3124    8.5487e-14       1.3124
ENSG00000049245    1    7796329    7876492    267      30  195813       1.8396    8.5487e-14       1.8396
ENSG00000049246    1    7809380    7940237    515      33  195813        1.555    8.5487e-14        1.555
ENSG00000049247    1    7868143    7948572    360      32  195813       1.0933    8.5487e-14       1.0933
ENSG00000049249    1    7944907    8035926    254      24  195813      -1.3773    8.5487e-14      -1.3773
ENSG00000116288    1    7979351    8080565    183      20  195813     -0.51813    8.5487e-14     -0.51813
ENSG00000116285    1    8029464    8121368    142      12  195813     -0.03674    8.5494e-14     -0.03674
ENSG00000162426    1    8342886    8439227    250      32  195813       2.0364    8.5709e-14       2.0364
ENSG00000142599    1    8377457    8912702    896      32  195813       1.4037    8.5487e-14       1.4037
ENSG00000074800    1    8886061    8974308    200      25  195813      0.52454    8.5487e-14      0.52454
ENSG00000131686    1    8970926    9070151    415      71  195813     -0.16931    8.5487e-14     -0.16931
ENSG00000197241    1    9028359    9121404    319      54  195813     -0.26901    8.5487e-14     -0.26901
ENSG00000142583    1    9060166    9183537    464      47  195813       1.3721    8.5487e-14       1.3721
ENSG00000180758    1    9125364    9224229    306      28  195813       2.0299    8.5709e-14       2.0299
ENSG00000049239    1    9259834    9366396    439      50  195813     -0.31399    8.5487e-14     -0.31399
ENSG00000171621    1    9317939    9464591    641      86  195813      -0.5102    8.5487e-14      -0.5102
ENSG00000171612    1    9564541    9680237    171      18  195813       1.3391    8.5487e-14       1.3391
ENSG00000188807    1    9613932    9709935    147      18  195813       1.1981    8.5487e-14       1.1981
ENSG00000171608    1    9676790    9824172    260      32  195813      -0.4387    8.5487e-14      -0.4387
ENSG00000171603    1    9754084    9919584    226      24  195813       0.6902    8.5487e-14       0.6902
ENSG00000178585    1    9873334   10005394    216      34  195813    0.0035803    8.5492e-14    0.0035803
ENSG00000162441    1    9947173   10038465    157      21  195813     -0.10581    8.5487e-14     -0.10581
ENSG00000173614    1    9968486   10080559    216      21  195813      0.31366    8.5487e-14      0.31366
ENSG00000162444    1   10022264   10111078    161      15  195813      0.65188    8.5487e-14      0.65188
ENSG00000130939    1   10057890   10276297    512      21  195813       0.3744    8.5487e-14       0.3744
ENSG00000054523    1   10235863   10476661    754      19  195813      0.12907    8.5487e-14      0.12907
ENSG00000142657    1   10423649   10515201    262      21  195813       0.3775    8.5487e-14       0.3775
ENSG00000241563    1   10474776   10546959    174      19  195813      0.76513    8.5487e-14      0.76513
ENSG00000160049    1   10481579   10567583    215      18  195813      0.77646    8.5487e-14      0.77646
ENSG00000142655    1   10497345   10725815    546      40  195813      0.85671    8.5487e-14      0.85671
ENSG00000130940    1   10661661   10891707    570      86  195813       1.1376    8.5487e-14       1.1376
ENSG00000175262    1   10971528   11077094    341      41  195813      -1.0718    8.5487e-14      -1.0718
ENSG00000120948    1   11037414   11120796    188      20  195813      -1.1315    8.5487e-14      -1.1315
ENSG00000009724    1   11051580   11142290    212      15  195813      -1.1529    8.5487e-14      -1.1529
ENSG00000116649    1   11079641   11155081    175      10  195813     -0.77556    8.5487e-14     -0.77556
ENSG00000171824    1   11091675   11194938    243       9  195813     -0.47412    8.5487e-14     -0.47412
ENSG00000198793    1   11131592   11357564    450      12  195813      -0.7617    8.5487e-14      -0.7617
ENSG00000171819    1   11214398   11291038    152       7  195813      -1.0171    8.5487e-14      -1.0171
ENSG00000120942    1   11298263   11391106    174      16  195813      -1.4084    8.5487e-14      -1.4084
ENSG00000116661    1   11673424   11750842    237      38  195813    -0.043734    8.5494e-14    -0.043734
ENSG00000132879    1   11679432   11758384    235      42  195813     -0.25181    8.5487e-14     -0.25181
ENSG00000116663    1   11689181   11769411    255      42  195813     -0.59454    8.5487e-14     -0.59454
ENSG00000116670    1   11699537   11786707    266      42  195813     -0.77009    8.5487e-14     -0.77009
ENSG00000162490    1   11716786   11820914    305      46  195813     -0.21757    8.5487e-14     -0.21757
ENSG00000177674    1   11761141   11849859    318      39  195813       1.0048    8.5487e-14       1.0048
ENSG00000177000    1   11810780   11901977    441      22  195813       1.7183    8.5487e-14       1.7183
ENSG00000011021    1   11831207   11938201    529      25  195813       1.4151    8.5487e-14       1.4151
ENSG00000175206    1   11870766   11943402    340      26  195813       1.0723    8.5487e-14       1.0723
ENSG00000120937    1   11882521   11953988    321      29  195813      0.98195    8.5487e-14      0.98195
ENSG00000116685    1   11944648   12021485    320      24  195813     -0.94825    8.5487e-14     -0.94825
ENSG00000083444    1   11959262   12070595    366      27  195813      -1.0112    8.5487e-14      -1.0112
ENSG00000116688    1   12005238   12108571    259      22  195813      -1.5075    8.5487e-14      -1.5075
ENSG00000116691    1   12044523   12127102    191      26  195813     -0.94624    8.5487e-14     -0.94624
ENSG00000120949    1   12088434   12239264    347      54  195813      -1.1427    8.5487e-14      -1.1427
ENSG00000028137    1   12192060   12304285    321      40  195813       1.1235    8.5487e-14       1.1235
ENSG00000048707    1   12255124   12607099    765      31  195813      -0.9802    8.5487e-14      -0.9802
ENSG00000162496    1   12592939   12712737    488      58  195813        1.568    8.5487e-14        1.568
ENSG00000204518    1   12669566   12762097    252      24  195813     -0.89441    8.5487e-14     -0.89441
ENSG00000116726    1   12799984   12873049    290      20  195813     -0.94362    8.5487e-14     -0.94362
ENSG00000116721    1   12816546   12891777    278      20  195813      -1.2098    8.5487e-14      -1.2098
ENSG00000179172    1   12872261   12943578    163       9  195813      -2.2723    8.5709e-14      -2.2723
ENSG00000120952    1   12881941   12956764    143       7  195813      -2.1209    8.5709e-14      -2.1209
ENSG00000243073    1   12904045   12981025     77       3  195813      -1.8988    8.5487e-14      -1.8988
ENSG00000187545    1   12917727   12993101     17       3  195813      -2.0681    8.5709e-14      -2.0681
ENSG00000162494    1   13766445   13875543    452      58  195813      0.95112    8.5487e-14      0.95112
ENSG00000162493    1   13874960   13979452    443      52  195813      0.18733    8.5487e-14      0.18733
ENSG00000116731    1   13991693   14186574    659      37  195813      -0.8076    8.5487e-14      -0.8076
ENSG00000189337    1   14890200   15479539   2171     207  195813      -1.5248    8.5487e-14      -1.5248
ENSG00000171729    1   15444028   15581976    750      45  195813       -1.031    8.5487e-14       -1.031
ENSG00000142621    1   15538768   15761779    821      80  195813     -0.46973    8.5487e-14     -0.46973
ENSG00000142634    1   15701391   15791839    280      35  195813     -0.67363    8.5487e-14     -0.67363
ENSG00000162438    1   15729935   15810737    248      46  195813      0.39582    8.5487e-14      0.39582
ENSG00000142615    1   15748223   15833586    252      28  195813      0.61352    8.5487e-14      0.61352
ENSG00000215704    1   15757404   15852895    309      28  195813      0.99859    8.5487e-14      0.99859
ENSG00000132906    1   15782327   15888029    352      22  195813       1.2361    8.5487e-14       1.2361
ENSG00000116138    1   15818308   15953874    485      16  195813       1.5285    8.5487e-14       1.5285
ENSG00000116771    1   15863848   15946605    306      12  195813       1.5764    8.5487e-14       1.5764
ENSG00000197312    1   15908995   16030539    382      11  195813       1.4281    8.5487e-14       1.4281
ENSG00000215695    1   15951364   16023217    167      10  195813       1.4476    8.5487e-14       1.4476
ENSG00000116786    1   15975827   16096264    326      25  195813       1.3105    8.5487e-14       1.3105
ENSG00000162461    1   16027900   16102891    221      28  195813      0.97128    8.5487e-14      0.97128
ENSG00000162460    1   16033917   16109477    220      30  195813      0.79011    8.5487e-14      0.79011
ENSG00000162458    1   16048102   16148089    332      39  195813      0.40944    8.5487e-14      0.40944
ENSG00000065526    1   16139359   16301955    422      26  195813      0.47743    8.5487e-14      0.47743
ENSG00000116809    1   16233364   16337627    289      21  195813      0.55034    8.5487e-14      0.55034
ENSG00000173641    1   16305523   16381089    480      31  195813      0.63532    8.5487e-14      0.63532
ENSG00000186510    1   16310370   16395545    564      32  195813      0.81616    8.5487e-14      0.81616
ENSG00000184908    1   16335272   16418803    496      36  195813      0.87217    8.5487e-14      0.87217
ENSG00000185519    1   16349264   16435127    493      35  195813      0.95422    8.5487e-14      0.95422
ENSG00000142627    1   16415832   16517582    285      24  195813       2.7098    8.5709e-14       2.7098
ENSG00000142632    1   16489349   16574104    249      22  195813       3.1862    8.5709e-14       3.1862
ENSG00000037637    1   16538334   16713949    369      13  195813       1.5902    8.5487e-14       1.5902
ENSG00000055070    1   16644070   16759640    270      20  195813        1.996    8.5487e-14        1.996
ENSG00000187144    1   16678612   16798919    319      29  195813       1.4287    8.5487e-14       1.4287
ENSG00000157191    1   16732167   16821573    256      24  195813      0.31733    8.5487e-14      0.31733
ENSG00000219481    1   16853814   16975057     19       6  195813     -0.37851    8.5487e-14     -0.37851
ENSG00000058453    1   17031768   17334474    293      23  195813       0.6755    8.5487e-14       0.6755
ENSG00000117122    1   17265997   17342330    163      22  195813       1.2117    8.5487e-14       1.2117
ENSG00000159363    1   17277453   17373423    244      27  195813      0.69618    8.5487e-14      0.69618
ENSG00000117118    1   17310217   17415665    393      18  195813      0.26089    8.5487e-14      0.26089
ENSG00000117115    1   17358256   17480948    507      28  195813         0.29    8.5487e-14         0.29
ENSG00000142623    1   17496621   17607500    482      51  195813      0.61647    8.5487e-14      0.61647
ENSG00000142619    1   17540593   17645728    509      40  195813     -0.34228    8.5487e-14     -0.34228
ENSG00000159339    1   17599690   17725499    691      45  195813      0.22908    8.5487e-14      0.22908
ENSG00000179051    1   17698256   17801220    392      22  195813      0.48691    8.5487e-14      0.48691
ENSG00000074964    1   17831330   18059369    546      49  195813      0.28384    8.5487e-14      0.28384
ENSG00000117148    1   18046808   18188558    381      38  195813   -0.0059233    8.5492e-14   -0.0059233
ENSG00000117154    1   18399240   18739977   1293     148  195813       0.7002    8.5487e-14       0.7002
ENSG00000179023    1   18772424   18847478    352      44  195813       0.5909    8.5487e-14       0.5909
ENSG00000009709    1   18922500   19110360    613      77  195813     -0.75052    8.5487e-14     -0.75052
ENSG00000179002    1   19131093   19221176    507      47  195813      -1.1296    8.5487e-14      -1.1296
ENSG00000159423    1   19162926   19264275    484      67  195813     0.037402    8.5494e-14     0.037402
ENSG00000169991    1   19195775   19318180    485      52  195813      0.12188    8.5487e-14      0.12188
ENSG00000127481    1   19366000   19571770    545      26  195813      -2.1067    8.5709e-14      -2.1067
ENSG00000127463    1   19507158   19613046    411      27  195813      -2.5687    8.5709e-14      -2.5687
ENSG00000053372    1   19543033   19621622    351      22  195813      -2.2967    8.5709e-14      -2.2967
ENSG00000162482    1   19574052   19650744    350      28  195813      -0.5813    8.5487e-14      -0.5813
ENSG00000053371    1   19595459   19673640    328      32  195813       0.0273    8.5491e-14       0.0273
ENSG00000077549    1   19630267   19847066    814      40  195813     -0.11885    8.5487e-14     -0.11885
ENSG00000158747    1   19932048   20019945    292      35  195813       0.3584    8.5487e-14       0.3584
ENSG00000158748    1   19956780   20041055    306      30  195813       0.2728    8.5487e-14       0.2728
ENSG00000162542    1   19973706   20161438    689      77  195813      -1.0523    8.5487e-14      -1.0523
ENSG00000178828    1   20105523   20176771    270      40  195813      0.72745    8.5487e-14      0.72745
ENSG00000169914    1   20174006   20274438    339      29  195813       1.3024    8.5487e-14       1.3024
ENSG00000188784    1   20211502   20285110    239      34  195813       1.5802    8.5487e-14       1.5802
ENSG00000188257    1   20266925   20341932    263      35  195813      0.55986    8.5487e-14      0.55986
ENSG00000127472    1   20319672   20452683    438      40  195813      -1.7952    8.5487e-14      -1.7952
ENSG00000117215    1   20403432   20481050    231      61  195813      -1.6242    8.5487e-14      -1.6242
ENSG00000158786    1   20430819   20511879    217      51  195813     -0.56085    8.5487e-14     -0.56085
ENSG00000187980    1   20452746   20538917    208      41  195813      0.29592    8.5487e-14      0.29592
ENSG00000162543    1   20477578   20557541    196      31  195813       1.1949    8.5487e-14       1.1949
ENSG00000158816    1   20582412   20716387    501      43  195813    -0.031577    8.5494e-14    -0.031577
ENSG00000162545    1   20773884   20847713    152      27  195813     -0.95233    8.5487e-14     -0.95233
ENSG00000090432    1   20790943   20869654    203      26  195813      -1.4594    8.5487e-14      -1.4594
ENSG00000183114    1   20843932   20916512    360      35  195813    -0.079771    8.5487e-14    -0.079771
ENSG00000158825    1   20880441   20980401    503      30  195813     -0.13684    8.5487e-14     -0.13684
ENSG00000158828    1   20924948   21013004    336      22  195813     -0.69225    8.5487e-14     -0.69225
ENSG00000244038    1   20943270   21023000    298      31  195813     -0.89941    8.5487e-14     -0.89941
ENSG00000117245    1   20955507   21079510    423      53  195813     -0.34112    8.5487e-14     -0.34112
ENSG00000189410    1   21011225   21094330    292      32  195813       0.2803    8.5487e-14       0.2803
ENSG00000127483    1   21034154   21148816    266      23  195813       0.6316    8.5487e-14       0.6316
ENSG00000075151    1   21097963   21538377    863      25  195813     -0.15449    8.5487e-14     -0.15449
ENSG00000117298    1   21508740   21706997    589      50  195813      -1.0726    8.5487e-14      -1.0726
ENSG00000142794    1   21731621   21846498    418      33  195813     -0.20079    8.5487e-14     -0.20079
ENSG00000162551    1   21800858   21939905    571      54  195813     -0.59342    8.5487e-14     -0.59342
ENSG00000076864    1   21887708   22030801    599      71  195813      0.65115    8.5487e-14      0.65115
ENSG00000090686    1   21969791   22145099    636      52  195813       2.8812    8.5709e-14       2.8812
ENSG00000142798    1   22113738   22298790    707      56  195813        2.079    8.5709e-14        2.079
ENSG00000219073    1   22268514   22360135    632      34  195813       1.9931    8.5487e-14       1.9931
ENSG00000142789    1   22293149   22374032    561      34  195813       2.0625    8.5709e-14       2.0625
ENSG00000070831    1   22344120   22454437    403      25  195813       0.4474    8.5487e-14       0.4474
ENSG00000162552    1   22408798   22505462    340      41  195813     -0.31469    8.5487e-14     -0.31469
ENSG00000184677    1   22743344   22892650    297      36  195813      -0.1297    8.5487e-14      -0.1297
ENSG00000070886    1   22855057   22965087    376      49  195813      0.23225    8.5487e-14      0.23225
ENSG00000173372    1   22927999   23001101    244      27  195813     -0.55221    8.5487e-14     -0.55221
ENSG00000159189    1   22935123   23009603    231      28  195813     -0.43915    8.5487e-14     -0.43915
ENSG00000173369    1   22944255   23023031    222      27  195813      -0.2581    8.5487e-14      -0.2581
ENSG00000133216    1   23002332   23276818    608      72  195813     -0.32103    8.5487e-14     -0.32103
ENSG00000004487    1   23310941   23445182    182      15  195813      0.92414    8.5487e-14      0.92414
ENSG00000169641    1   23375516   23539301    347      20  195813       1.4344    8.5487e-14       1.4344
ENSG00000179546    1   23481993   23556222    253      12  195813       1.4688    8.5487e-14       1.4688
ENSG00000125944    1   23595264   23705829    151      15  195813       1.0255    8.5487e-14       1.0255
ENSG00000125945    1   23650941   23730935    169      21  195813       1.3052    8.5487e-14       1.3052
ENSG00000204219    1   23672554   23786233    262      26  195813       0.9743    8.5487e-14       0.9743
ENSG00000088280    1   23720056   23846061    316      22  195813      0.26194    8.5487e-14      0.26194
ENSG00000007968    1   23797922   23892712    234      31  195813      -1.1138    8.5487e-14      -1.1138
ENSG00000117318    1   23849409   23921285    138      23  195813      -0.6302    8.5487e-14      -0.6302
ENSG00000197880    1   23872985   24002058    306      44  195813      0.28852    8.5487e-14      0.28852
ENSG00000142676    1   23983269   24057915    173      24  195813     -0.44014    8.5487e-14     -0.44014
ENSG00000057757    1   24069895   24149722     58      10  195813      -1.4292    8.5487e-14      -1.4292
ENSG00000011009    1   24082460   24157029     61       8  195813      -1.0852    8.5487e-14      -1.0852
ENSG00000117308    1   24087089   24162271     61       7  195813     -0.78779    8.5487e-14     -0.78779
ENSG00000117305    1   24093375   24200110    148       9  195813      -1.3627    8.5487e-14      -1.3627
ENSG00000179163    1   24136567   24229784    303      11  195813      -1.7745    8.5487e-14      -1.7745
ENSG00000188822    1   24162016   24320549    292      13  195813         -2.1    8.5709e-14         -2.1
ENSG00000189266    1   24250599   24324952     11       4  195813      -1.5151    8.5487e-14      -1.5151
ENSG00000188529    1   24256294   24342417     10       4  195813     -0.70933    8.5487e-14     -0.70933
ENSG00000142661    1   24347525   24473665    376      39  195813     -0.93019    8.5487e-14     -0.93019
ENSG00000142677    1   24411261   24504611    295      31  195813    -0.056472    8.5494e-14    -0.056472
ENSG00000185436    1   24445647   24549449    353      46  195813      -0.1886    8.5487e-14      -0.1886
ENSG00000158055    1   24610812   24725972    373      37  195813      -1.3765    8.5487e-14      -1.3765
ENSG00000001460    1   24648489   24778424    392      28  195813      -1.2897    8.5487e-14      -1.2897
ENSG00000001461    1   24707284   24834466    337      26  195813     -0.94327    8.5487e-14     -0.94327
ENSG00000117602    1   24794387   24902530    376      35  195813       -1.561    8.5487e-14       -1.561
ENSG00000184454    1   24847602   24970819    473      46  195813      -1.3671    8.5487e-14      -1.3671
ENSG00000133226    1   24923207   25034758    240      23  195813       0.4563    8.5487e-14       0.4563
ENSG00000169504    1   25036848   25205815    309      24  195813       2.6902    8.5709e-14       2.6902
ENSG00000020633    1   25191002   25326612    391      46  195813      0.55546    8.5487e-14      0.55546
ENSG00000117614    1   25514170   25593993     48      16  195813     -0.19567    8.5487e-14     -0.19567
ENSG00000187010    1   25563884   25691936    117      22  195813       1.1651    8.5487e-14       1.1651
ENSG00000183726    1   25629408   25723852     80      10  195813      0.88045    8.5487e-14      0.88045
ENSG00000188672    1   25653740   25791683    140       5  195813      0.43416    8.5487e-14      0.43416
ENSG00000157978    1   25835071   25930377    132      18  195813      -1.0149    8.5487e-14      -1.0149
ENSG00000117643    1   25908959   26147698    395      34  195813      -0.7341    8.5487e-14      -0.7341
ENSG00000117640    1   26110131   26194432    182       8  195813     -0.32618    8.5487e-14     -0.32618
ENSG00000127423    1   26123414   26220903    192       9  195813     -0.63825    8.5487e-14     -0.63825
ENSG00000182749    1   26152701   26232744    135       8  195813      -1.1165    8.5487e-14      -1.1165
ENSG00000117632    1   26175672   26268482    121      11  195813      0.62315    8.5487e-14      0.62315
ENSG00000158006    1   26251258   26359648    223      16  195813        2.301    8.5709e-14        2.301
ENSG00000158008    1   26311375   26397955    174      17  195813       1.6566    8.5487e-14       1.6566
ENSG00000158014    1   26328743   26407624    171      17  195813       1.3064    8.5487e-14       1.3064
ENSG00000158022    1   26342795   26429927    183      14  195813       0.6334    8.5487e-14       0.6334
ENSG00000175087    1   26402664   26487034    170       7  195813     -0.88593    8.5487e-14     -0.88593
ENSG00000197245    1   26450511   26524119    180      18  195813    -0.029287    8.5491e-14    -0.029287
ENSG00000142684    1   26461362   26533551    196      22  195813     0.058036    8.5494e-14     0.058036
ENSG00000142675    1   26468894   26551377    265      23  195813     -0.27728    8.5487e-14     -0.27728
ENSG00000188782    1   26482052   26564459    290      25  195813     -0.21387    8.5487e-14     -0.21387
ENSG00000130695    1   26525691   26640299    400      17  195813     -0.22991    8.5487e-14     -0.22991
ENSG00000142669    1   26570667   26643007    230      15  195813      0.01276    8.5492e-14      0.01276
ENSG00000158062    1   26572819   26679854    349      20  195813     -0.24787    8.5487e-14     -0.24787
ENSG00000169442    1   26609448   26682014    246      23  195813      -0.1753    8.5487e-14      -0.1753
ENSG00000176083    1   26653125   26736013    312      34  195813      -1.0195    8.5487e-14      -1.0195
ENSG00000131914    1   26702269   26791213    231      35  195813      -0.3672    8.5487e-14      -0.3672
ENSG00000117682    1   26723773   26832785    234      29  195813     -0.11001    8.5487e-14     -0.11001
ENSG00000198830    1   26763941   26837463    141      18  195813     0.028856    8.5491e-14     0.028856
ENSG00000117676    1   26821252   26936521    240      30  195813     -0.31911    8.5487e-14     -0.31911
ENSG00000117713    1   26987524   27143595    208      14  195813     -0.10432    8.5487e-14     -0.10432
ENSG00000060642    1   27078963   27159889     95      10  195813     -0.49517    8.5487e-14     -0.49517
ENSG00000204160    1   27118201   27219093    128      11  195813     -0.12407    8.5487e-14     -0.12407
ENSG00000175793    1   27154633   27225947    102      10  195813     0.040157    8.5494e-14     0.040157
ENSG00000142751    1   27167624   27251788    130      11  195813      0.17421    8.5487e-14      0.17421
ENSG00000198746    1   27181979   27261957    116      11  195813      0.17067    8.5487e-14      0.17067
ENSG00000090273    1   27191729   27308353    154      14  195813     0.011115    8.5492e-14     0.011115
