# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
ENSG00000157911    1    2301236    2380236     48      18  183599      -1.2514    1.1613e-13      -1.2514
ENSG00000149527    1    2322419    2471969     72      19  197439        3.016    1.1635e-13        3.016
ENSG00000157881    1    2404972    2493039     37       7  215867        3.024    1.1635e-13        3.024
ENSG00000197921    1    2425184    2496684     24       5  208936       2.7337    1.1635e-13       2.7337
ENSG00000157873    1    2452078    2531821     30       6  215332       2.7511    1.1635e-13       2.7511
ENSG00000142606    1    2487078    2599481     37       4  228092       2.1648    1.1635e-13       2.1648
ENSG00000215912    1    2532415    2753286     44       6  227703       2.6679    1.1635e-13       2.6679
ENSG00000169717    1    2903046    2974465     69       4  220553      -3.0743    1.1635e-13      -3.0743
ENSG00000142611    1    2950732    3390185    381      72  214625       1.0774    1.1613e-13       1.0774
ENSG00000130762    1    3335990    3432677     46       9  202768     0.042228    1.1615e-13     0.042228
ENSG00000162591    1    3371484    3563059    109      30  181588     -0.96263    1.1613e-13     -0.96263
ENSG00000158109    1    3506566    3581691     32      10  184384      -2.6263    1.1635e-13      -2.6263
ENSG00000116213    1    3512331    3604325     43      15  177762      -1.7732    1.1613e-13      -1.7732
ENSG00000078900    1    3534084    3687765     94      29  193319     -0.54823    1.1613e-13     -0.54823
ENSG00000162592    1    3633962    3723209     77      20  215373      -1.3659    1.1613e-13      -1.3659
ENSG00000235169    1    3654352    3727546     64      15  220293      -1.5831    1.1613e-13      -1.5831
ENSG00000130764    1    3661784    3748068    105      15  223927      -1.8153    1.1613e-13      -1.8153
ENSG00000116198    1    3693645    3808778    139      16  221491      -1.6937    1.1613e-13      -1.6937
ENSG00000169598    1    3738845    3836993    116      17  221895      -1.2897    1.1613e-13      -1.2897
ENSG00000198912    1    3770689    3851857     49       9  210243     -0.62129    1.1613e-13     -0.62129
ENSG00000196581    1    4679792    4887594    334      63  221422      0.61367    1.1613e-13      0.61367
ENSG00000131697    1    5887871    6087533    229      22  228176      0.88187    1.1613e-13      0.88187
ENSG00000069424    1    6016526    6196253    119      25  207992       0.3261    1.1613e-13       0.3261
ENSG00000116254    1    6126853    6275183     74      18  199367      -0.1416    1.1616e-13      -0.1416
ENSG00000116251    1    6206329    6304449     35      11  204873    -0.038457    1.1615e-13    -0.038457
ENSG00000158286    1    6230535    6316359     30       8  201154      0.26663    1.1613e-13      0.26663
ENSG00000116237    1    6246253    6331032     33       8  203087       0.4109    1.1613e-13       0.4109
ENSG00000173673    1    6269252    6340638     30       7  194366      0.36763    1.1613e-13      0.36763
ENSG00000158292    1    6272406    6356035     35       9  207359      0.48942    1.1613e-13      0.48942
ENSG00000097021    1    6289329    6489451     78      11  219495       0.6986    1.1613e-13       0.6986
ENSG00000069812    1    6437478    6519730     22       3  233174      0.01999    1.1615e-13      0.01999
ENSG00000187017    1    6449848    6556430     33       7  223504     0.012533    1.1615e-13     0.012533
ENSG00000215788    1    6486211    6561255     20       6  203972     -0.25684    1.1613e-13     -0.25684
ENSG00000171680    1    6491152    6615121     65       8  218509         2.13    1.1635e-13         2.13
ENSG00000162408    1    6546407    6649595     67       7  219462       2.1962    1.1635e-13       2.1962
ENSG00000173662    1    6580241    6674817     53       5  232557       2.0935    1.1635e-13       2.0935
ENSG00000204859    1    6605061    6684340     32       8  231574       2.7411    1.1635e-13       2.7411
ENSG00000162413    1    6615784    6709667     42       8  234060       2.5614    1.1635e-13       2.5614
ENSG00000116273    1    6638745    6719093     38       6  240763       2.4161    1.1635e-13       2.4161
ENSG00000041988    1    6649926    6730646     42       6  238156       2.4318    1.1635e-13       2.4318
ENSG00000007923    1    6659228    6796984     70       7  234035       2.0247    1.1635e-13       2.0247
ENSG00000171735    1    6810384    7864766   1078     125  226247       1.1382    1.1613e-13       1.1382
ENSG00000049245    1    7796329    7876492     48      10  220129     -0.29141    1.1613e-13     -0.29141
ENSG00000049246    1    7809380    7940237     98      16  222121     -0.35365    1.1613e-13     -0.35365
ENSG00000049247    1    7868143    7948572     66      14  224249     -0.55523    1.1613e-13     -0.55523
ENSG00000049249    1    7944907    8035926     38      11  218822      0.84287    1.1613e-13      0.84287
ENSG00000116288    1    7979351    8080565     41       8  224849       1.4998    1.1613e-13       1.4998
ENSG00000116285    1    8029464    8121368     34       4  233291       1.1553    1.1613e-13       1.1553
ENSG00000162426    1    8342886    8439227     53      10  229930     -0.48892    1.1613e-13     -0.48892
ENSG00000142599    1    8377457    8912702    299      14  227662       2.4758    1.1635e-13       2.4758
ENSG00000074800    1    8886061    8974308     54       8  223427       2.2996    1.1635e-13       2.2996
ENSG00000131686    1    8970926    9070151    113      32  212332       1.2158    1.1613e-13       1.2158
ENSG00000197241    1    9028359    9121404     74      21  216533      -1.0683    1.1613e-13      -1.0683
ENSG00000142583    1    9060166    9183537    112      22  220699     -0.17807    1.1616e-13     -0.17807
ENSG00000180758    1    9125364    9224229     73      12  232586    0.0095858    1.1615e-13    0.0095858
ENSG00000049239    1    9259834    9366396     61      14  233982     -0.48736    1.1613e-13     -0.48736
ENSG00000171621    1    9317939    9464591    102      27  222786        -1.45    1.1613e-13        -1.45
ENSG00000171612    1    9564541    9680237     32       4  224114     -0.23123    1.1616e-13     -0.23123
ENSG00000188807    1    9613932    9709935     34       6  221817      -1.3294    1.1613e-13      -1.3294
ENSG00000171608    1    9676790    9824172     50      13  221438     -0.15077    1.1616e-13     -0.15077
ENSG00000171603    1    9754084    9919584     49       8  220602      0.37851    1.1613e-13      0.37851
ENSG00000178585    1    9873334   10005394     47       9  220784     -0.99571    1.1613e-13     -0.99571
ENSG00000162441    1    9947173   10038465     27       4  225179     -0.87719    1.1613e-13     -0.87719
ENSG00000173614    1    9968486   10080559     30       4  225914     -0.81708    1.1613e-13     -0.81708
ENSG00000162444    1   10022264   10111078     15       4  222305      -0.5685    1.1613e-13      -0.5685
ENSG00000130939    1   10057890   10276297     63      12  227496      -1.3381    1.1613e-13      -1.3381
ENSG00000054523    1   10235863   10476661    152       8  233472     -0.67792    1.1613e-13     -0.67792
ENSG00000142657    1   10423649   10515201     48       7  224059      0.14595    1.1616e-13      0.14595
ENSG00000241563    1   10474776   10546959     33       6  211708     -0.22001    1.1616e-13     -0.22001
ENSG00000160049    1   10481579   10567583     61       6  225179     -0.58899    1.1613e-13     -0.58899
ENSG00000142655    1   10497345   10725815    179      20  225693      -1.0838    1.1613e-13      -1.0838
ENSG00000130940    1   10661661   10891707    129      40  201797      0.47417    1.1613e-13      0.47417
ENSG00000175262    1   10971528   11077094     93      21  213626       1.2038    1.1613e-13       1.2038
ENSG00000120948    1   11037414   11120796     39       6  220035       2.5156    1.1635e-13       2.5156
ENSG00000009724    1   11051580   11142290     45       4  227845        2.815    1.1635e-13        2.815
ENSG00000116649    1   11079641   11155081     30       2  237584       2.7275    1.1635e-13       2.7275
ENSG00000171824    1   11091675   11194938     34       3  229954       2.8915    1.1635e-13       2.8915
ENSG00000198793    1   11131592   11357564     59       4  220184       3.2643    1.1635e-13       3.2643
ENSG00000171819    1   11214398   11291038     17       1  240107       2.8834    1.1635e-13       2.8834
ENSG00000120942    1   11298263   11391106     28       4  212338       3.2771    1.1635e-13       3.2771
ENSG00000116661    1   11673424   11750842     39      10  205518       1.2856    1.1613e-13       1.2856
ENSG00000132879    1   11679432   11758384     38      11  204378       1.4649    1.1613e-13       1.4649
ENSG00000116663    1   11689181   11769411     38      13  202712       1.5274    1.1613e-13       1.5274
ENSG00000116670    1   11699537   11786707     40      15  191307      0.77871    1.1613e-13      0.77871
ENSG00000162490    1   11716786   11820914     57      16  220813     -0.39024    1.1613e-13     -0.39024
ENSG00000177674    1   11761141   11849859     73      15  254001      -1.5349    1.1613e-13      -1.5349
ENSG00000177000    1   11810780   11901977    115      12  286014     -0.62768    1.1613e-13     -0.62768
ENSG00000011021    1   11831207   11938201    147      16  284423     -0.40968    1.1613e-13     -0.40968
ENSG00000175206    1   11870766   11943402     94      14  280741     -0.23812    1.1616e-13     -0.23812
ENSG00000120937    1   11882521   11953988     92      15  281124     -0.32961    1.1613e-13     -0.32961
ENSG00000116685    1   11944648   12021485     54       7  252335      0.60868    1.1613e-13      0.60868
ENSG00000083444    1   11959262   12070595     62      10  240080        1.898    1.1613e-13        1.898
ENSG00000116688    1   12005238   12108571     46       9  220642       2.4364    1.1635e-13       2.4364
ENSG00000116691    1   12044523   12127102     34       7  217336       1.8141    1.1613e-13       1.8141
ENSG00000120949    1   12088434   12239264     85      27  202176     0.039185    1.1615e-13     0.039185
ENSG00000028137    1   12192060   12304285     78      17  226908     -0.70862    1.1613e-13     -0.70862
ENSG00000048707    1   12255124   12607099    114      25  208302     0.016541    1.1615e-13     0.016541
ENSG00000162496    1   12592939   12712737    112      28  197801     -0.47248    1.1613e-13     -0.47248
ENSG00000204518    1   12669566   12762097     78      13  180634      0.14864    1.1616e-13      0.14864
ENSG00000116726    1   12799984   12873049     62       8  205148     -0.37929    1.1613e-13     -0.37929
ENSG00000116721    1   12816546   12891777     43       7  204805     -0.45397    1.1613e-13     -0.45397
ENSG00000179172    1   12872261   12943578      9       2   76292     -0.71952    1.1613e-13     -0.71952
ENSG00000120952    1   12881941   12956764      7       2   64769     -0.44019    1.1613e-13     -0.44019
ENSG00000243073    1   12904045   12981025      6       1   60675      -0.1009    1.1614e-13      -0.1009
ENSG00000187545    1   12917727   12993101      1       1   64024     -0.27816    1.1613e-13     -0.27816
ENSG00000162494    1   13766445   13875543    124      27  217931     -0.69483    1.1613e-13     -0.69483
ENSG00000162493    1   13874960   13979452    124      26  220532     -0.16297    1.1616e-13     -0.16297
ENSG00000116731    1   13991693   14186574    186      26  223330        2.147    1.1635e-13        2.147
ENSG00000189337    1   14890200   15479539    490     102  222539      -0.3616    1.1613e-13      -0.3616
ENSG00000171729    1   15444028   15581976    195      27  230335     -0.33539    1.1613e-13     -0.33539
ENSG00000142621    1   15538768   15761779    200      41  215095     -0.38296    1.1613e-13     -0.38296
ENSG00000142634    1   15701391   15791839     52      12  224581        1.603    1.1613e-13        1.603
ENSG00000162438    1   15729935   15810737     42      10  233646       1.9799    1.1613e-13       1.9799
ENSG00000142615    1   15748223   15833586     77      12  231080       1.9031    1.1613e-13       1.9031
ENSG00000215704    1   15757404   15852895    103      12  228933       1.5798    1.1613e-13       1.5798
ENSG00000132906    1   15782327   15888029    115      10  228959       1.5197    1.1613e-13       1.5197
ENSG00000116138    1   15818308   15953874    112       8  226053       1.2658    1.1613e-13       1.2658
ENSG00000116771    1   15863848   15946605     39       5  228977       1.5247    1.1613e-13       1.5247
ENSG00000197312    1   15908995   16030539     64       4  229887       1.3598    1.1613e-13       1.3598
ENSG00000215695    1   15951364   16023217     41       3  232317       1.3249    1.1613e-13       1.3249
ENSG00000116786    1   15975827   16096264     63       6  235106       1.2074    1.1613e-13       1.2074
ENSG00000162461    1   16027900   16102891     42       6  235276        1.312    1.1613e-13        1.312
ENSG00000162460    1   16033917   16109477     42       6  235270       1.3089    1.1613e-13       1.3089
ENSG00000162458    1   16048102   16148089     47      13  234827      0.89444    1.1613e-13      0.89444
ENSG00000065526    1   16139359   16301955     68       9  226184     0.079513    1.1614e-13     0.079513
ENSG00000116809    1   16233364   16337627     55       9  224834      0.20123    1.1616e-13      0.20123
ENSG00000173641    1   16305523   16381089     86      15  223316       1.3685    1.1613e-13       1.3685
ENSG00000186510    1   16310370   16395545     95      17  221242       1.2872    1.1613e-13       1.2872
ENSG00000184908    1   16335272   16418803     80      15  222524       1.4373    1.1613e-13       1.4373
ENSG00000185519    1   16349264   16435127     54      12  222857      0.90915    1.1613e-13      0.90915
ENSG00000142627    1   16415832   16517582     68      10  228556      0.65694    1.1613e-13      0.65694
ENSG00000142632    1   16489349   16574104     57       7  232709       1.2646    1.1613e-13       1.2646
ENSG00000037637    1   16538334   16713949     59       5  234609       1.8908    1.1613e-13       1.8908
ENSG00000055070    1   16644070   16759640     53       7  235269       1.5571    1.1613e-13       1.5571
ENSG00000187144    1   16678612   16798919     59      11  231234      0.98733    1.1613e-13      0.98733
ENSG00000157191    1   16732167   16821573     41       9  224617     -0.32784    1.1613e-13     -0.32784
ENSG00000219481    1   16853814   16975057      6       4   83264      -1.1464    1.1613e-13      -1.1464
ENSG00000058453    1   17031768   17334474     40       9  223753       1.9544    1.1613e-13       1.9544
ENSG00000117122    1   17265997   17342330     28       7  249257       1.6277    1.1613e-13       1.6277
ENSG00000159363    1   17277453   17373423     47      10  243576       1.6155    1.1613e-13       1.6155
ENSG00000117118    1   17310217   17415665    100       9  231389       1.5577    1.1613e-13       1.5577
ENSG00000117115    1   17358256   17480948    116      12  228693       1.3704    1.1613e-13       1.3704
ENSG00000142623    1   17496621   17607500    179      30  209913     -0.93693    1.1613e-13     -0.93693
ENSG00000142619    1   17540593   17645728    171      29  212312      -1.4762    1.1613e-13      -1.4762
ENSG00000159339    1   17599690   17725499    209      29  224454     -0.80019    1.1613e-13     -0.80019
ENSG00000179051    1   17698256   17801220     86       9  232634      -0.9917    1.1613e-13      -0.9917
ENSG00000074964    1   17831330   18059369    165      22  218590      -1.1905    1.1613e-13      -1.1905
ENSG00000117148    1   18046808   18188558    125      18  220917      -1.9177    1.1613e-13      -1.9177
ENSG00000117154    1   18399240   18739977    430      82  222631      -1.4994    1.1613e-13      -1.4994
ENSG00000179023    1   18772424   18847478    122      23  225637     -0.57601    1.1613e-13     -0.57601
ENSG00000009709    1   18922500   19110360    209      45  204915    -0.080746    1.1614e-13    -0.080746
ENSG00000179002    1   19131093   19221176     75      17  217100      -1.5853    1.1613e-13      -1.5853
ENSG00000159423    1   19162926   19264275     53      18  198360     -0.56875    1.1613e-13     -0.56875
ENSG00000169991    1   19195775   19318180     58      13  198430      0.75474    1.1613e-13      0.75474
ENSG00000127481    1   19366000   19571770    157      14  231208       1.5648    1.1613e-13       1.5648
ENSG00000127463    1   19507158   19613046     68      12  234344       1.1505    1.1613e-13       1.1505
ENSG00000053372    1   19543033   19621622     52      11  231011      0.49535    1.1613e-13      0.49535
ENSG00000162482    1   19574052   19650744     47      12  221299      0.15962    1.1616e-13      0.15962
ENSG00000053371    1   19595459   19673640     51      12  222287     -0.12006    1.1614e-13     -0.12006
ENSG00000077549    1   19630267   19847066    233      22  232050      -2.5939    1.1635e-13      -2.5939
ENSG00000158747    1   19932048   20019945     62      13  220997      -0.5366    1.1613e-13      -0.5366
ENSG00000158748    1   19956780   20041055     57      10  218389     -0.42135    1.1613e-13     -0.42135
ENSG00000162542    1   19973706   20161438    156      40  207341     -0.65227    1.1613e-13     -0.65227
ENSG00000178828    1   20105523   20176771     75      22  199316      -1.3415    1.1613e-13      -1.3415
ENSG00000169914    1   20174006   20274438     99      18  219726     -0.65627    1.1613e-13     -0.65627
ENSG00000188784    1   20211502   20285110     74      15  218927      0.20844    1.1616e-13      0.20844
ENSG00000188257    1   20266925   20341932     64      15  220031      0.36238    1.1613e-13      0.36238
ENSG00000127472    1   20319672   20452683    125      21  216819      -1.6015    1.1613e-13      -1.6015
ENSG00000117215    1   20403432   20481050     75      26  209549      -1.1641    1.1613e-13      -1.1641
ENSG00000158786    1   20430819   20511879     68      20  209002     -0.57815    1.1613e-13     -0.57815
ENSG00000187980    1   20452746   20538917     65      16  217872     -0.65764    1.1613e-13     -0.65764
ENSG00000162543    1   20477578   20557541     64      14  227905     -0.69492    1.1613e-13     -0.69492
ENSG00000158816    1   20582412   20716387    206      26  232579       1.9725    1.1613e-13       1.9725
ENSG00000162545    1   20773884   20847713     45      11  230015      -1.6597    1.1613e-13      -1.6597
ENSG00000090432    1   20790943   20869654     63       9  230788      -2.6706    1.1635e-13      -2.6706
ENSG00000183114    1   20843932   20916512     86      16  226587      -1.6166    1.1613e-13      -1.6166
ENSG00000158825    1   20880441   20980401     91      17  224262     -0.39018    1.1613e-13     -0.39018
ENSG00000158828    1   20924948   21013004     86      14  223771     -0.12773    1.1616e-13     -0.12773
ENSG00000244038    1   20943270   21023000     83      15  223352     -0.24872    1.1616e-13     -0.24872
ENSG00000117245    1   20955507   21079510    127      27  225260      -1.0969    1.1613e-13      -1.0969
ENSG00000189410    1   21011225   21094330     72      15  225249      -1.3365    1.1613e-13      -1.3365
ENSG00000127483    1   21034154   21148816     63       8  231123      -1.8473    1.1613e-13      -1.8473
ENSG00000075151    1   21097963   21538377    189       9  231885      -1.9691    1.1613e-13      -1.9691
ENSG00000117298    1   21508740   21706997    172      31  229569      -1.3719    1.1613e-13      -1.3719
ENSG00000142794    1   21731621   21846498     70      13  229917     -0.71623    1.1613e-13     -0.71623
ENSG00000162551    1   21800858   21939905    145      27  228387     -0.47971    1.1613e-13     -0.47971
ENSG00000076864    1   21887708   22030801    150      35  224548     -0.97558    1.1613e-13     -0.97558
ENSG00000090686    1   21969791   22145099    122      17  225491        -1.08    1.1613e-13        -1.08
ENSG00000142798    1   22113738   22298790    151      23  219031     -0.63509    1.1613e-13     -0.63509
ENSG00000219073    1   22268514   22360135     76      13  215184       1.0617    1.1613e-13       1.0617
ENSG00000142789    1   22293149   22374032     46      11  216223       1.3921    1.1613e-13       1.3921
ENSG00000070831    1   22344120   22454437     91      12  223274      0.85082    1.1613e-13      0.85082
ENSG00000162552    1   22408798   22505462    120      23  225718      0.42852    1.1613e-13      0.42852
ENSG00000184677    1   22743344   22892650     82      10  215931     -0.55828    1.1613e-13     -0.55828
ENSG00000070886    1   22855057   22965087     68      16  221956     -0.53641    1.1613e-13     -0.53641
ENSG00000173372    1   22927999   23001101     76      10  232395      0.33993    1.1613e-13      0.33993
ENSG00000159189    1   22935123   23009603     71      10  232137       0.5302    1.1613e-13       0.5302
ENSG00000173369    1   22944255   23023031     75      11  230533      0.51049    1.1613e-13      0.51049
ENSG00000133216    1   23002332   23276818    215      38  227923       2.5135    1.1635e-13       2.5135
ENSG00000004487    1   23310941   23445182     42       4  226206        3.283    1.1635e-13        3.283
ENSG00000169641    1   23375516   23539301     64       7  235495       2.0882    1.1635e-13       2.0882
ENSG00000179546    1   23481993   23556222     35       4  237113    -0.091108    1.1614e-13    -0.091108
ENSG00000125944    1   23595264   23705829     50       6  232170     -0.16391    1.1616e-13     -0.16391
ENSG00000125945    1   23650941   23730935     57       8  236902      0.13234    1.1616e-13      0.13234
ENSG00000204219    1   23672554   23786233     89      14  242604     -0.57193    1.1613e-13     -0.57193
ENSG00000088280    1   23720056   23846061     66       9  240874      -1.3963    1.1613e-13      -1.3963
ENSG00000007968    1   23797922   23892712     41      11  237066       1.5546    1.1613e-13       1.5546
ENSG00000117318    1   23849409   23921285     37       9  230919       2.0942    1.1635e-13       2.0942
ENSG00000197880    1   23872985   24002058     77      19  225956     -0.29814    1.1613e-13     -0.29814
ENSG00000142676    1   23983269   24057915     39       7  227655      -1.1991    1.1613e-13      -1.1991
ENSG00000057757    1   24069895   24149722     19       3  233252     -0.20693    1.1616e-13     -0.20693
ENSG00000011009    1   24082460   24157029     18       3  234327     -0.29751    1.1613e-13     -0.29751
ENSG00000117308    1   24087089   24162271     17       2  232125     -0.30335    1.1613e-13     -0.30335
ENSG00000117305    1   24093375   24200110     25       3  230365      -0.2667    1.1613e-13      -0.2667
ENSG00000179163    1   24136567   24229784     18       3  225551     -0.38402    1.1613e-13     -0.38402
ENSG00000188822    1   24162016   24320549     12       3  222093      -0.6165    1.1613e-13      -0.6165
ENSG00000142661    1   24347525   24473665    131      20  227327       1.0681    1.1613e-13       1.0681
ENSG00000142677    1   24411261   24504611    103      19  227628       1.1103    1.1613e-13       1.1103
ENSG00000185436    1   24445647   24549449    117      26  205691       0.4784    1.1613e-13       0.4784
ENSG00000158055    1   24610812   24725972    112      15  225098      -1.8055    1.1613e-13      -1.8055
ENSG00000001460    1   24648489   24778424    121      14  225481     -0.27812    1.1613e-13     -0.27812
ENSG00000001461    1   24707284   24834466    104      12  230870    -0.060112    1.1615e-13    -0.060112
ENSG00000117602    1   24794387   24902530     74      13  224143     -0.80441    1.1613e-13     -0.80441
ENSG00000184454    1   24847602   24970819     75      19  219796     -0.43367    1.1613e-13     -0.43367
ENSG00000133226    1   24923207   25034758     37       8  219017      0.67412    1.1613e-13      0.67412
ENSG00000169504    1   25036848   25205815     96      13  210489      0.99153    1.1613e-13      0.99153
ENSG00000020633    1   25191002   25326612    157      26  224329      -1.6155    1.1613e-13      -1.6155
ENSG00000117614    1   25514170   25593993     12       5  197117      0.67643    1.1613e-13      0.67643
ENSG00000187010    1   25563884   25691936      8       4  159384      0.22307    1.1616e-13      0.22307
ENSG00000183726    1   25629408   25723852      9       3  160277      -0.2126    1.1616e-13      -0.2126
ENSG00000188672    1   25653740   25791683     17       2  223239     -0.99965    1.1613e-13     -0.99965
ENSG00000157978    1   25835071   25930377     27       3  217613     -0.64469    1.1613e-13     -0.64469
ENSG00000117643    1   25908959   26147698     95      16  218376     0.063781    1.1614e-13     0.063781
ENSG00000117640    1   26110131   26194432     46       4  226260      -1.3451    1.1613e-13      -1.3451
ENSG00000127423    1   26123414   26220903     44       4  227719      -1.4944    1.1613e-13      -1.4944
ENSG00000182749    1   26152701   26232744     33       3  230770     -0.99324    1.1613e-13     -0.99324
ENSG00000117632    1   26175672   26268482     43       5  235819     -0.90942    1.1613e-13     -0.90942
ENSG00000158006    1   26251258   26359648     83       8  231608     -0.65488    1.1613e-13     -0.65488
ENSG00000158008    1   26311375   26397955     68       7  230031     -0.98656    1.1613e-13     -0.98656
ENSG00000158014    1   26328743   26407624     59       6  228440     -0.93604    1.1613e-13     -0.93604
ENSG00000158022    1   26342795   26429927     63       6  230754     -0.90341    1.1613e-13     -0.90341
ENSG00000175087    1   26402664   26487034     41       3  238609      -1.3908    1.1613e-13      -1.3908
ENSG00000197245    1   26450511   26524119     53       8  230353      -2.5454    1.1635e-13      -2.5454
ENSG00000142684    1   26461362   26533551     66      10  230468      -2.5181    1.1635e-13      -2.5181
ENSG00000142675    1   26468894   26551377     84      14  230390      -1.2381    1.1613e-13      -1.2381
ENSG00000188782    1   26482052   26564459     95      14  231568     -0.63883    1.1613e-13     -0.63883
ENSG00000130695    1   26525691   26640299    144      11  232575      -1.0012    1.1613e-13      -1.0012
ENSG00000142669    1   26570667   26643007     85       7  232574      -2.4152    1.1635e-13      -2.4152
ENSG00000158062    1   26572819   26679854    126      11  231779      -2.4862    1.1635e-13      -2.4862
ENSG00000169442    1   26609448   26682014     92      10  231691      -2.4357    1.1635e-13      -2.4357
ENSG00000176083    1   26653125   26736013     80      16  225145      -1.5313    1.1613e-13      -1.5313
ENSG00000131914    1   26702269   26791213     57      13  229517       0.1701    1.1616e-13       0.1701
ENSG00000117682    1   26723773   26832785     59      10  227245      0.76733    1.1613e-13      0.76733
ENSG00000198830    1   26763941   26837463     34       7  227474       1.2552    1.1613e-13       1.2552
ENSG00000117676    1   26821252   26936521     61      11  227343     -0.28554    1.1613e-13     -0.28554
ENSG00000117713    1   26987524   27143595     25       5  237551      0.21346    1.1616e-13      0.21346
ENSG00000060642    1   27078963   27159889      6       1  247747    -0.067629    1.1614e-13    -0.067629
ENSG00000204160    1   27118201   27219093     16       3  244572     -0.18827    1.1616e-13     -0.18827
ENSG00000175793    1   27154633   27225947     18       4  235377      0.11041    1.1614e-13      0.11041
ENSG00000142751    1   27167624   27251788     26       4  232449     0.075731    1.1614e-13     0.075731
ENSG00000198746    1   27181979   27261957     20       4  229232      0.34069    1.1613e-13      0.34069
ENSG00000090273    1   27191729   27308353     30       6  226173      0.64305    1.1613e-13      0.64305
ENSG00000131910    1   27202980   27275457     19       4  231513       0.4084    1.1613e-13       0.4084
ENSG00000253368    1   27285198   27362389     21       5  223656     -0.47734    1.1613e-13     -0.47734
ENSG00000090020    1   27390306   27528472     48       4  223785      -2.9085    1.1635e-13      -2.9085
ENSG00000142784    1   27526007   27670110     40       8  207579      0.32702    1.1613e-13      0.32702
ENSG00000186501    1   27613651   27697891     34       9  193999       1.3521    1.1613e-13       1.3521
