# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
ENSG00000008130    1    1647671    1746896    174      21  127991      0.32839   -2.0539e-15      0.32839
ENSG00000078369    1    1681729    1857495    310      19  128177      0.84374   -1.9984e-15      0.84374
ENSG00000169885    1    1811266    1883735    196      16  129618       1.5763   -1.9984e-15       1.5763
ENSG00000178821    1    1814029    1885712    192      16  129611       1.5864   -1.9984e-15       1.5864
ENSG00000187730    1    1915780    1997192    251      44  127949      0.37469   -2.0539e-15      0.37469
ENSG00000067606    1    1946909    2151834    544      39  127452       1.5619   -1.9984e-15       1.5619
ENSG00000157933    1    2125134    2276558    435      66  128767        0.769   -1.9984e-15        0.769
ENSG00000116151    1    2217692    2358146    518      69  128343     -0.43766   -2.0539e-15     -0.43766
ENSG00000157916    1    2288267    2371883    277      51  127973       1.4181   -1.9984e-15       1.4181
ENSG00000157911    1    2301236    2380236    266      53  127904       4.3911   -1.7764e-15       4.3911
ENSG00000149527    1    2322419    2471969    462      68  127885       5.0084   -1.7764e-15       5.0084
ENSG00000157881    1    2404972    2493039    211      27  126088    -0.019136    -2.047e-15    -0.019136
ENSG00000197921    1    2425184    2496684    174      22  126070     -0.14144   -2.0539e-15     -0.14144
ENSG00000157873    1    2452078    2531821    212      21  126048     0.068647   -2.0539e-15     0.068647
ENSG00000142606    1    2487078    2599481    273      14  127471      0.66544   -1.9984e-15      0.66544
ENSG00000215912    1    2532415    2753286    345      21  122994      0.35766   -2.0539e-15      0.35766
ENSG00000169717    1    2903046    2974465    237       8  129516      -1.1299   -1.9984e-15      -1.1299
ENSG00000142611    1    2950732    3390185   1600     165  128110       0.8245   -1.9984e-15       0.8245
ENSG00000130762    1    3335990    3432677    355      34  128639    -0.014872    -2.047e-15    -0.014872
ENSG00000162591    1    3371484    3563059    719      89  128056      -1.4151   -1.9984e-15      -1.4151
ENSG00000158109    1    3506566    3581691    271      36  128783     -0.24175   -2.0539e-15     -0.24175
ENSG00000116213    1    3512331    3604325    328      45  129628     -0.24232   -2.0539e-15     -0.24232
ENSG00000078900    1    3534084    3687765    490      72  129578     -0.64974   -1.9984e-15     -0.64974
ENSG00000162592    1    3633962    3723209    363      43  129239     -0.26403   -2.0539e-15     -0.26403
ENSG00000235169    1    3654352    3727546    314      30  128879     -0.15663   -2.0539e-15     -0.15663
ENSG00000130764    1    3661784    3748068    409      33  128946     -0.10289   -2.0539e-15     -0.10289
ENSG00000116198    1    3693645    3808778    668      33  129199     -0.15186   -2.0539e-15     -0.15186
ENSG00000169598    1    3738845    3836993    533      36  129310      0.25431   -2.0539e-15      0.25431
ENSG00000198912    1    3770689    3851857    351      33  129329      0.34722   -2.0539e-15      0.34722
ENSG00000196581    1    4679792    4887594    906     102  128626     -0.23986   -2.0539e-15     -0.23986
ENSG00000131697    1    5887871    6087533    641      36  128340      -2.2052   -2.2204e-15      -2.2052
ENSG00000069424    1    6016526    6196253    539      57  128667      -1.5472   -1.9984e-15      -1.5472
ENSG00000116254    1    6126853    6275183    451      50  129185     -0.99519   -1.9984e-15     -0.99519
ENSG00000116251    1    6206329    6304449    243      36  128862      -0.3995   -2.0539e-15      -0.3995
ENSG00000158286    1    6230535    6316359    183      28  128094     -0.57352   -1.9984e-15     -0.57352
ENSG00000116237    1    6246253    6331032    191      29  128279     -0.68791   -1.9984e-15     -0.68791
ENSG00000173673    1    6269252    6340638    162      25  127249      -1.4939   -1.9984e-15      -1.4939
ENSG00000158292    1    6272406    6356035    197      33  127625      -1.5998   -1.9984e-15      -1.5998
ENSG00000097021    1    6289329    6489451    605      32  128373     -0.85154   -1.9984e-15     -0.85154
ENSG00000069812    1    6437478    6519730    240      18  129093    -0.074055   -2.0539e-15    -0.074055
ENSG00000187017    1    6449848    6556430    299      22  129303      0.54212   -1.9984e-15      0.54212
ENSG00000215788    1    6486211    6561255    191      24  129100      0.68711   -1.9984e-15      0.68711
ENSG00000171680    1    6491152    6615121    326      28  129377      0.66673   -1.9984e-15      0.66673
ENSG00000162408    1    6546407    6649595    260      15  126887      0.20552   -2.0539e-15      0.20552
ENSG00000173662    1    6580241    6674817    212      14  125609      0.63584   -1.9984e-15      0.63584
ENSG00000204859    1    6605061    6684340    166      20  124008       1.7417   -1.9984e-15       1.7417
ENSG00000162413    1    6615784    6709667    185      27  123690       3.3346   -2.2204e-15       3.3346
ENSG00000116273    1    6638745    6719093    162      20  126484       3.6412   -2.2204e-15       3.6412
ENSG00000041988    1    6649926    6730646    174      18  127239       3.6824   -2.2204e-15       3.6824
ENSG00000007923    1    6659228    6796984    275      16  128368       4.2032   -1.7764e-15       4.2032
ENSG00000171735    1    6810384    7864766   2898     202  127232      -1.1699   -1.9984e-15      -1.1699
ENSG00000049245    1    7796329    7876492    237      33  129216     -0.47936   -2.0539e-15     -0.47936
ENSG00000049246    1    7809380    7940237    466      36  129300     -0.48923   -2.0539e-15     -0.48923
ENSG00000049247    1    7868143    7948572    329      28  129389     -0.27583   -2.0539e-15     -0.27583
ENSG00000049249    1    7944907    8035926    235      28  128393       -1.112   -1.9984e-15       -1.112
ENSG00000116288    1    7979351    8080565    175      19  126920      -1.3713   -1.9984e-15      -1.3713
ENSG00000116285    1    8029464    8121368    138      11  127921     -0.51209   -1.9984e-15     -0.51209
ENSG00000162426    1    8342886    8439227    236      30  128355        4.046   -1.7764e-15        4.046
ENSG00000142599    1    8377457    8912702    829      28  127621       3.7535   -2.2204e-15       3.7535
ENSG00000074800    1    8886061    8974308    173      22  129296       1.8678   -1.9984e-15       1.8678
ENSG00000131686    1    8970926    9070151    371      66  128261      0.45961   -2.0539e-15      0.45961
ENSG00000197241    1    9028359    9121404    282      49  128565      -1.0154   -1.9984e-15      -1.0154
ENSG00000142583    1    9060166    9183537    401      40  128840      -1.1033   -1.9984e-15      -1.1033
ENSG00000180758    1    9125364    9224229    263      24  128622      0.41911   -2.0539e-15      0.41911
ENSG00000049239    1    9259834    9366396    398      44  129245      0.46525   -2.0539e-15      0.46525
ENSG00000171621    1    9317939    9464591    575      78  128680      0.29389   -2.0539e-15      0.29389
ENSG00000171612    1    9564541    9680237    159      18  127577      -1.6697   -1.9984e-15      -1.6697
ENSG00000188807    1    9613932    9709935    146      20  127288      -1.3761   -1.9984e-15      -1.3761
ENSG00000171608    1    9676790    9824172    255      36  127659      -0.6504   -1.9984e-15      -0.6504
ENSG00000171603    1    9754084    9919584    226      26  127388      -1.3907   -1.9984e-15      -1.3907
ENSG00000178585    1    9873334   10005394    205      35  126785      -2.6521   -2.2204e-15      -2.6521
ENSG00000162441    1    9947173   10038465    140      21  127890      -1.4242   -1.9984e-15      -1.4242
ENSG00000173614    1    9968486   10080559    196      20  127818      -0.6782   -1.9984e-15      -0.6782
ENSG00000162444    1   10022264   10111078    151      14  127423     -0.27851   -2.0539e-15     -0.27851
ENSG00000130939    1   10057890   10276297    464      22  125907     -0.40834   -2.0539e-15     -0.40834
ENSG00000054523    1   10235863   10476661    734      21  127383        0.181   -2.0539e-15        0.181
ENSG00000142657    1   10423649   10515201    242      26  126799  -0.00082118   -2.0478e-15  -0.00082118
ENSG00000241563    1   10474776   10546959    145      15  127635     -0.81112   -1.9984e-15     -0.81112
ENSG00000160049    1   10481579   10567583    185      15  127538       -1.487   -1.9984e-15       -1.487
ENSG00000142655    1   10497345   10725815    497      40  127177      -1.7096   -1.9984e-15      -1.7096
ENSG00000130940    1   10661661   10891707    628      97  125444      -1.2606   -1.9984e-15      -1.2606
ENSG00000175262    1   10971528   11077094    351      46  128700      0.37103   -2.0539e-15      0.37103
ENSG00000120948    1   11037414   11120796    192      25  126908       1.0676   -1.9984e-15       1.0676
ENSG00000009724    1   11051580   11142290    220      18  127187      0.57628   -1.9984e-15      0.57628
ENSG00000116649    1   11079641   11155081    180      12  127078    -0.015982    -2.047e-15    -0.015982
ENSG00000171824    1   11091675   11194938    256      10  127487     -0.38643   -2.0539e-15     -0.38643
ENSG00000198793    1   11131592   11357564    485      15  127560     -0.96797   -1.9984e-15     -0.96797
ENSG00000171819    1   11214398   11291038    158       8  128619     -0.70058   -1.9984e-15     -0.70058
ENSG00000120942    1   11298263   11391106    183      19  127016     -0.78762   -1.9984e-15     -0.78762
ENSG00000116661    1   11673424   11750842    237      41  127769       -1.031   -1.9984e-15       -1.031
ENSG00000132879    1   11679432   11758384    237      46  127737     -0.96123   -1.9984e-15     -0.96123
ENSG00000116663    1   11689181   11769411    254      43  128154     -0.33134   -2.0539e-15     -0.33134
ENSG00000116670    1   11699537   11786707    259      45  128333      0.56355   -1.9984e-15      0.56355
ENSG00000162490    1   11716786   11820914    304      50  128857      0.63176   -1.9984e-15      0.63176
ENSG00000177674    1   11761141   11849859    319      43  129651       1.1956   -1.9984e-15       1.1956
ENSG00000177000    1   11810780   11901977    425      20  130419      0.31429   -2.0539e-15      0.31429
ENSG00000011021    1   11831207   11938201    499      27  130037    -0.083562   -2.0539e-15    -0.083562
ENSG00000175206    1   11870766   11943402    312      24  129702     -0.43506   -2.0539e-15     -0.43506
ENSG00000120937    1   11882521   11953988    300      27  129635     -0.61925   -1.9984e-15     -0.61925
ENSG00000116685    1   11944648   12021485    292      20  127600     -0.68274   -1.9984e-15     -0.68274
ENSG00000083444    1   11959262   12070595    327      27  127464     -0.71052   -1.9984e-15     -0.71052
ENSG00000116688    1   12005238   12108571    230      25  128136     -0.69585   -1.9984e-15     -0.69585
ENSG00000116691    1   12044523   12127102    169      24  129348    -0.023053    -2.047e-15    -0.023053
ENSG00000120949    1   12088434   12239264    362      62  128855       1.0993   -1.9984e-15       1.0993
ENSG00000028137    1   12192060   12304285    298      40  128479     -0.97998   -1.9984e-15     -0.97998
ENSG00000048707    1   12255124   12607099    590      41  126969     -0.80021   -1.9984e-15     -0.80021
ENSG00000162496    1   12592939   12712737    478      58  129313      -2.8513   -2.2204e-15      -2.8513
ENSG00000204518    1   12669566   12762097    270      27  128195     -0.38134   -2.0539e-15     -0.38134
ENSG00000116726    1   12799984   12873049    217      28  127327      0.37949   -2.0539e-15      0.37949
ENSG00000116721    1   12816546   12891777    196      29  127589     -0.29305   -2.0539e-15     -0.29305
ENSG00000179172    1   12872261   12943578    178      13  129041     -0.71711   -1.9984e-15     -0.71711
ENSG00000120952    1   12881941   12956764    159      11  129638     -0.47807   -2.0539e-15     -0.47807
ENSG00000243073    1   12904045   12981025     99       7  129662     -0.15149   -2.0539e-15     -0.15149
ENSG00000187545    1   12917727   12993101     29       6  130559     -0.17875   -2.0539e-15     -0.17875
ENSG00000204502    1   13324819   13404057      6       3  130644      0.55782   -1.9984e-15      0.55782
ENSG00000204495    1   13412414   13487656      2       1  130644    -0.062735   -2.0539e-15    -0.062735
ENSG00000162494    1   13766445   13875543    437      60  128926     -0.13158   -2.0539e-15     -0.13158
ENSG00000162493    1   13874960   13979452    386      46  129006     0.026309    -2.047e-15     0.026309
ENSG00000116731    1   13991693   14186574    627      35  128079     0.060333    -2.047e-15     0.060333
ENSG00000189337    1   14890200   15479539   2081     199  128583     -0.53003   -1.9984e-15     -0.53003
ENSG00000171729    1   15444028   15581976    743      48  129329      -1.8615   -1.9984e-15      -1.8615
ENSG00000142621    1   15538768   15761779    801      85  126119     -0.68514   -1.9984e-15     -0.68514
ENSG00000142634    1   15701391   15791839    272      35  127217     -0.28916   -2.0539e-15     -0.28916
ENSG00000162438    1   15729935   15810737    234      43  128059     -0.79672   -1.9984e-15     -0.79672
ENSG00000142615    1   15748223   15833586    236      32  128901     -0.96945   -1.9984e-15     -0.96945
ENSG00000215704    1   15757404   15852895    287      25  128923     -0.98354   -1.9984e-15     -0.98354
ENSG00000132906    1   15782327   15888029    324      21  129390     -0.87977   -1.9984e-15     -0.87977
ENSG00000116138    1   15818308   15953874    423      14  129228     -0.46971   -2.0539e-15     -0.46971
ENSG00000116771    1   15863848   15946605    259      12  129202     -0.35855   -2.0539e-15     -0.35855
ENSG00000197312    1   15908995   16030539    342      11  129234    -0.093399   -2.0539e-15    -0.093399
ENSG00000215695    1   15951364   16023217    159      10  128867    -0.040317    -2.047e-15    -0.040317
ENSG00000116786    1   15975827   16096264    287      20  129211    -0.025212    -2.047e-15    -0.025212
ENSG00000162461    1   16027900   16102891    187      23  129677    -0.070362   -2.0539e-15    -0.070362
ENSG00000162460    1   16033917   16109477    185      25  129614     -0.11469   -2.0539e-15     -0.11469
ENSG00000162458    1   16048102   16148089    279      33  129416      -1.3974   -1.9984e-15      -1.3974
ENSG00000065526    1   16139359   16301955    311      20  129949      -1.1131   -1.9984e-15      -1.1131
ENSG00000116809    1   16233364   16337627    256      18  129974     -0.56829   -1.9984e-15     -0.56829
ENSG00000173641    1   16305523   16381089    421      28  130135      -1.1002   -1.9984e-15      -1.1002
ENSG00000186510    1   16310370   16395545    474      34  130142      -1.2262   -1.9984e-15      -1.2262
ENSG00000184908    1   16335272   16418803    405      31  130156       -1.082   -1.9984e-15       -1.082
ENSG00000185519    1   16349264   16435127    407      32  129783      -1.0158   -1.9984e-15      -1.0158
ENSG00000142627    1   16415832   16517582    283      24  128985     -0.50391   -1.9984e-15     -0.50391
ENSG00000142632    1   16489349   16574104    230      21  128772     -0.12706   -2.0539e-15     -0.12706
ENSG00000037637    1   16538334   16713949    370      16  128258      0.20097   -2.0539e-15      0.20097
ENSG00000055070    1   16644070   16759640    259      19  128594     -0.30101   -2.0539e-15     -0.30101
ENSG00000187144    1   16678612   16798919    297      27  128861     0.098006   -2.0539e-15     0.098006
ENSG00000157191    1   16732167   16821573    241      30  128788      0.42533   -2.0539e-15      0.42533
ENSG00000219481    1   16853814   16975057     24      10  130519     -0.89343   -1.9984e-15     -0.89343
ENSG00000058453    1   17031768   17334474    274      28  128988      0.56173   -1.9984e-15      0.56173
ENSG00000117122    1   17265997   17342330    163      25  129084      0.42163   -2.0539e-15      0.42163
ENSG00000159363    1   17277453   17373423    239      28  129430      0.75921   -1.9984e-15      0.75921
ENSG00000117118    1   17310217   17415665    384      19  129460      0.98098   -1.9984e-15      0.98098
ENSG00000117115    1   17358256   17480948    479      29  129256       0.5965   -1.9984e-15       0.5965
ENSG00000142623    1   17496621   17607500    482      54  128816     -0.59437   -1.9984e-15     -0.59437
ENSG00000142619    1   17540593   17645728    480      45  129501     -0.67881   -1.9984e-15     -0.67881
ENSG00000159339    1   17599690   17725499    639      45  128802     -0.63439   -1.9984e-15     -0.63439
ENSG00000179051    1   17698256   17801220    374      22  128185   0.00082593   -2.0478e-15   0.00082593
ENSG00000074964    1   17831330   18059369    547      50  127909     -0.64561   -1.9984e-15     -0.64561
ENSG00000117148    1   18046808   18188558    385      38  127533      -1.6951   -1.9984e-15      -1.6951
ENSG00000117154    1   18399240   18739977   1214     148  128757      0.15166   -2.0539e-15      0.15166
ENSG00000179023    1   18772424   18847478    325      38  129192      0.10914   -2.0539e-15      0.10914
ENSG00000009709    1   18922500   19110360    597      76  128013    -0.057812    -2.047e-15    -0.057812
ENSG00000179002    1   19131093   19221176    465      51  129094      -3.3883   -2.2204e-15      -3.3883
ENSG00000159423    1   19162926   19264275    444      53  129181      -2.1922   -2.2204e-15      -2.1922
ENSG00000169991    1   19195775   19318180    451      47  129371      -1.9899   -1.9984e-15      -1.9899
ENSG00000127481    1   19366000   19571770    455      27  128770      -1.0016   -1.9984e-15      -1.0016
ENSG00000127463    1   19507158   19613046    352      21  129479     -0.48794   -2.0539e-15     -0.48794
ENSG00000053372    1   19543033   19621622    309      19  129468     -0.28836   -2.0539e-15     -0.28836
ENSG00000162482    1   19574052   19650744    320      25  129398       0.5348   -1.9984e-15       0.5348
ENSG00000053371    1   19595459   19673640    301      28  129240      0.75867   -1.9984e-15      0.75867
ENSG00000077549    1   19630267   19847066    757      37  129269       0.8169   -1.9984e-15       0.8169
ENSG00000158747    1   19932048   20019945    265      29  124975     -0.23631   -2.0539e-15     -0.23631
ENSG00000158748    1   19956780   20041055    286      27  124441     -0.39469   -2.0539e-15     -0.39469
ENSG00000162542    1   19973706   20161438    669      76  124755      -2.3582   -2.2204e-15      -2.3582
ENSG00000178828    1   20105523   20176771    261      42  122212      -3.2838   -2.2204e-15      -3.2838
ENSG00000169914    1   20174006   20274438    313      28  128848       -2.439   -2.2204e-15       -2.439
ENSG00000188784    1   20211502   20285110    218      31  129338      -2.0568   -2.2204e-15      -2.0568
ENSG00000188257    1   20266925   20341932    249      40  128839      -2.8552   -2.2204e-15      -2.8552
ENSG00000127472    1   20319672   20452683    417      38  128683      -3.0007   -2.2204e-15      -3.0007
ENSG00000117215    1   20403432   20481050    211      55  128000      -1.5898   -1.9984e-15      -1.5898
ENSG00000158786    1   20430819   20511879    200      47  128243     -0.23876   -2.0539e-15     -0.23876
ENSG00000187980    1   20452746   20538917    194      38  127673     -0.21732   -2.0539e-15     -0.21732
ENSG00000162543    1   20477578   20557541    185      30  128448      -0.2483   -2.0539e-15      -0.2483
ENSG00000158816    1   20582412   20716387    477      41  129154         1.25   -1.9984e-15         1.25
ENSG00000162545    1   20773884   20847713    141      25  127032      0.66455   -1.9984e-15      0.66455
ENSG00000090432    1   20790943   20869654    180      23  126922      0.52375   -1.9984e-15      0.52375
ENSG00000183114    1   20843932   20916512    308      31  128468      0.58178   -1.9984e-15      0.58178
ENSG00000158825    1   20880441   20980401    451      32  129892     -0.42691   -2.0539e-15     -0.42691
ENSG00000158828    1   20924948   21013004    314      21  130099      -1.3641   -1.9984e-15      -1.3641
ENSG00000244038    1   20943270   21023000    282      30  129964      -1.3534   -1.9984e-15      -1.3534
ENSG00000117245    1   20955507   21079510    401      51  129237      0.99718   -1.9984e-15      0.99718
ENSG00000189410    1   21011225   21094330    282      28  127864       1.5116   -1.9984e-15       1.5116
ENSG00000127483    1   21034154   21148816    249      28  126343       1.8678   -1.9984e-15       1.8678
ENSG00000075151    1   21097963   21538377    789      25  126093       1.1949   -1.9984e-15       1.1949
ENSG00000117298    1   21508740   21706997    551      46  129005       1.6582   -1.9984e-15       1.6582
ENSG00000142794    1   21731621   21846498    357      29  129188      -1.7266   -1.9984e-15      -1.7266
ENSG00000162551    1   21800858   21939905    519      48  129341       -2.066   -2.2204e-15       -2.066
ENSG00000076864    1   21887708   22030801    555      65  128491      -0.2925   -2.0539e-15      -0.2925
ENSG00000090686    1   21969791   22145099    575      42  127608       1.3319   -1.9984e-15       1.3319
ENSG00000142798    1   22113738   22298790    625      51  125860      -0.1959   -2.0539e-15      -0.1959
ENSG00000219073    1   22268514   22360135    394      33  126380     0.088246   -2.0539e-15     0.088246
ENSG00000142789    1   22293149   22374032    338      33  127234      0.39256   -2.0539e-15      0.39256
ENSG00000070831    1   22344120   22454437    355      23  129021       1.2419   -1.9984e-15       1.2419
ENSG00000162552    1   22408798   22505462    314      39  126523      0.72727   -1.9984e-15      0.72727
ENSG00000184677    1   22743344   22892650    284      34  126432      -1.1979   -1.9984e-15      -1.1979
ENSG00000070886    1   22855057   22965087    344      47  127336      -2.0663   -2.2204e-15      -2.0663
ENSG00000173372    1   22927999   23001101    229      25  127669       -1.226   -1.9984e-15       -1.226
ENSG00000159189    1   22935123   23009603    215      25  127519     -0.90254   -1.9984e-15     -0.90254
ENSG00000173369    1   22944255   23023031    209      25  128010     -0.58829   -1.9984e-15     -0.58829
ENSG00000133216    1   23002332   23276818    585      70  128845       0.5747   -1.9984e-15       0.5747
ENSG00000004487    1   23310941   23445182    181      15  126730     -0.94326   -1.9984e-15     -0.94326
ENSG00000169641    1   23375516   23539301    329      20  127833       -1.388   -1.9984e-15       -1.388
ENSG00000179546    1   23481993   23556222    232      16  129155      -1.7478   -1.9984e-15      -1.7478
ENSG00000125944    1   23595264   23705829    146      15  126695      0.61164   -1.9984e-15      0.61164
ENSG00000125945    1   23650941   23730935    163      21  127641      0.20192   -2.0539e-15      0.20192
ENSG00000204219    1   23672554   23786233    254      25  128044     -0.21237   -2.0539e-15     -0.21237
ENSG00000088280    1   23720056   23846061    299      22  128824      -1.1118   -1.9984e-15      -1.1118
ENSG00000007968    1   23797922   23892712    223      30  127840      -1.3368   -1.9984e-15      -1.3368
ENSG00000117318    1   23849409   23921285    135      24  127143      -1.0425   -1.9984e-15      -1.0425
ENSG00000197880    1   23872985   24002058    287      45  127084     -0.91326   -1.9984e-15     -0.91326
ENSG00000142676    1   23983269   24057915    145      22  125275      -3.1222   -2.2204e-15      -3.1222
ENSG00000057757    1   24069895   24149722     56      10  128055     -0.13723   -2.0539e-15     -0.13723
ENSG00000011009    1   24082460   24157029     59       8  128583     -0.43552   -2.0539e-15     -0.43552
ENSG00000117308    1   24087089   24162271     59       7  129163      -0.4728   -2.0539e-15      -0.4728
ENSG00000117305    1   24093375   24200110    138       9  129262     -0.62139   -1.9984e-15     -0.62139
ENSG00000179163    1   24136567   24229784    258      12  129700     -0.72693   -1.9984e-15     -0.72693
ENSG00000188822    1   24162016   24320549    259      14  129623     -0.79232   -1.9984e-15     -0.79232
ENSG00000189266    1   24250599   24324952     18       6  129327      -1.9964   -1.9984e-15      -1.9964
ENSG00000188529    1   24256294   24342417     16       5  129162      -1.9335   -1.9984e-15      -1.9335
ENSG00000142661    1   24347525   24473665    367      37  128979     -0.92723   -1.9984e-15     -0.92723
ENSG00000142677    1   24411261   24504611    285      32  127499     -0.75034   -1.9984e-15     -0.75034
ENSG00000185436    1   24445647   24549449    328      44  126158      0.21166   -2.0539e-15      0.21166
ENSG00000158055    1   24610812   24725972    324      31  128983     -0.76005   -1.9984e-15     -0.76005
ENSG00000001460    1   24648489   24778424    340      22  128992      0.32138   -2.0539e-15      0.32138
ENSG00000001461    1   24707284   24834466    311      23  129333      0.43265   -2.0539e-15      0.43265
ENSG00000117602    1   24794387   24902530    342      31  128713     -0.80045   -1.9984e-15     -0.80045
ENSG00000184454    1   24847602   24970819    428      42  129384       0.6967   -1.9984e-15       0.6967
ENSG00000133226    1   24923207   25034758    221      21  127031      0.74658   -1.9984e-15      0.74658
ENSG00000169504    1   25036848   25205815    292      23  128101     -0.75673   -1.9984e-15     -0.75673
ENSG00000020633    1   25191002   25326612    378      45  127739     -0.13734   -2.0539e-15     -0.13734
ENSG00000117614    1   25514170   25593993     71      29  125263      0.82379   -1.9984e-15      0.82379
ENSG00000187010    1   25563884   25691936     86      20  128886      0.48944   -2.0539e-15      0.48944
ENSG00000183726    1   25629408   25723852     68       9  128558     -0.13592   -2.0539e-15     -0.13592
ENSG00000188672    1   25653740   25791683    158       7  129084     -0.77969   -1.9984e-15     -0.77969
ENSG00000157978    1   25835071   25930377    166      26  127537       -1.822   -1.9984e-15       -1.822
ENSG00000117643    1   25908959   26147698    379      35  128035      -1.5184   -1.9984e-15      -1.5184
ENSG00000117640    1   26110131   26194432    183       9  128782      -1.9501   -1.9984e-15      -1.9501
ENSG00000127423    1   26123414   26220903    191      10  128453      -1.6337   -1.9984e-15      -1.6337
ENSG00000182749    1   26152701   26232744    132       9  128766      -1.2903   -1.9984e-15      -1.2903
ENSG00000117632    1   26175672   26268482    124      13  128343      -1.0493   -1.9984e-15      -1.0493
ENSG00000158006    1   26251258   26359648    231      18  128604     -0.54768   -1.9984e-15     -0.54768
ENSG00000158008    1   26311375   26397955    170      17  129202       -1.208   -1.9984e-15       -1.208
ENSG00000158014    1   26328743   26407624    167      17  128267      -1.4392   -1.9984e-15      -1.4392
ENSG00000158022    1   26342795   26429927    179      15  128462      -1.4873   -1.9984e-15      -1.4873
ENSG00000175087    1   26402664   26487034    167       7  128824      -1.1584   -1.9984e-15      -1.1584
ENSG00000197245    1   26450511   26524119    175      19  128456     -0.23283   -2.0539e-15     -0.23283
ENSG00000142684    1   26461362   26533551    193      22  128557      -0.2252   -2.0539e-15      -0.2252
ENSG00000142675    1   26468894   26551377    265      25  128946     -0.42804   -2.0539e-15     -0.42804
ENSG00000188782    1   26482052   26564459    287      25  129287     -0.29002   -2.0539e-15     -0.29002
ENSG00000130695    1   26525691   26640299    395      17  129901      0.75558   -1.9984e-15      0.75558
ENSG00000142669    1   26570667   26643007    224      15  129862       1.3783   -1.9984e-15       1.3783
ENSG00000158062    1   26572819   26679854    334      18  129368       1.1769   -1.9984e-15       1.1769
